sample_index,wall_time_iso,elapsed_s,ros_time_s,cpu_percent,mem_total_mb,mem_available_mb,mem_used_mb,mem_used_percent,swap_total_mb,swap_used_mb,swap_used_percent,load1,load5,load15,disk_read_mbps,disk_write_mbps,net_rx_mbps,net_tx_mbps,cpu_freq_avg_mhz,cpu_freq_max_mhz,cpu_temp_c
2510,2026-05-02T16:06:56.354,1305.017,,8.375,128576.582,118743.914,9832.668,7.647,2047.996,1.250,0.061,6.210,5.800,4.750,234.509,0.000,0.000,0.017,2035.1,5500.0,66.0
2511,2026-05-02T16:06:56.900,1305.563,,9.153,128576.582,118759.207,9817.375,7.635,2047.996,1.250,0.061,6.210,5.800,4.750,229.617,0.000,0.001,0.014,2463.0,5499.9,66.0
2512,2026-05-02T16:06:57.445,1306.109,,9.377,128576.582,118760.348,9816.234,7.635,2047.996,1.250,0.061,6.210,5.800,4.750,224.816,0.000,0.000,0.014,1797.8,5500.0,59.0
2513,2026-05-02T16:06:57.953,1306.616,,8.760,128576.582,118751.125,9825.457,7.642,2047.996,1.250,0.061,6.210,5.800,4.750,227.673,0.208,0.000,0.015,2794.3,5293.7,59.0
2514,2026-05-02T16:06:58.455,1307.118,,9.882,128576.582,118750.523,9826.059,7.642,2047.996,1.250,0.061,6.210,5.800,4.750,202.587,0.000,0.000,0.015,3141.1,5524.0,67.0
2515,2026-05-02T16:06:59.003,1307.666,,10.635,128576.582,118772.906,9803.676,7.625,2047.996,1.250,0.061,6.210,5.800,4.750,227.828,1.213,0.001,0.014,2513.8,5500.0,67.0
2516,2026-05-02T16:06:59.552,1308.216,,12.800,128576.582,118780.723,9795.859,7.619,2047.996,1.250,0.061,6.210,5.800,4.750,208.194,0.128,0.001,0.027,2913.0,5500.0,60.0
2517,2026-05-02T16:07:00.057,1308.721,,11.536,128576.582,118763.617,9812.965,7.632,2047.996,1.250,0.061,6.210,5.800,4.750,225.577,0.000,0.001,0.031,2600.0,5522.1,69.0
2518,2026-05-02T16:07:00.606,1309.270,,15.587,128576.582,118738.484,9838.098,7.652,2047.996,1.250,0.061,6.210,5.800,4.750,242.467,0.000,0.001,0.014,2463.0,5478.7,69.0
2519,2026-05-02T16:07:01.109,1309.772,,14.868,128576.582,118764.723,9811.859,7.631,2047.996,1.250,0.061,6.030,5.770,4.750,232.314,0.000,0.001,0.015,2482.6,5480.3,65.0
2520,2026-05-02T16:07:01.650,1310.313,,10.793,128576.582,118750.539,9826.043,7.642,2047.996,1.250,0.061,6.030,5.770,4.750,228.513,0.000,0.000,0.014,2414.3,5524.8,65.0
2521,2026-05-02T16:07:02.159,1310.822,,14.453,128576.582,118729.391,9847.191,7.659,2047.996,1.250,0.061,6.030,5.770,4.750,248.750,0.000,0.001,0.015,2560.4,5464.4,72.0
2522,2026-05-02T16:07:02.708,1311.371,,12.393,128576.582,118735.473,9841.109,7.654,2047.996,1.250,0.061,6.030,5.770,4.750,245.296,0.163,0.000,0.014,2681.7,5369.0,72.0
2523,2026-05-02T16:07:03.249,1311.912,,12.507,128576.582,118741.586,9834.996,7.649,2047.996,1.250,0.061,6.030,5.770,4.750,261.123,0.173,0.000,0.015,2365.0,5500.0,49.0
2524,2026-05-02T16:07:03.759,1312.422,,10.776,128576.582,118754.875,9821.707,7.639,2047.996,1.250,0.061,6.030,5.770,4.750,264.425,0.299,0.000,0.016,2996.1,5500.0,53.0
2525,2026-05-02T16:07:04.304,1312.967,,9.748,128576.582,118738.484,9838.098,7.652,2047.996,1.250,0.061,6.030,5.770,4.750,221.159,0.000,0.000,0.016,2365.6,5500.0,66.0
2526,2026-05-02T16:07:04.808,1313.471,,8.628,128576.582,118782.543,9794.039,7.617,2047.996,1.250,0.061,6.030,5.770,4.750,218.766,0.139,0.000,0.015,3382.1,5500.0,66.0
2527,2026-05-02T16:07:05.351,1314.014,,8.353,128576.582,118742.797,9833.785,7.648,2047.996,1.250,0.061,6.030,5.770,4.750,242.041,1.143,0.000,0.014,2891.9,5500.0,67.0
2528,2026-05-02T16:07:05.901,1314.564,,6.747,128576.582,118771.809,9804.773,7.626,2047.996,1.250,0.061,6.030,5.770,4.750,228.077,0.000,0.000,0.014,2536.2,5537.4,53.0
2529,2026-05-02T16:07:06.401,1315.064,,6.784,128576.582,118751.895,9824.688,7.641,2047.996,1.250,0.061,5.710,5.710,4.730,251.859,0.000,0.001,0.015,2724.8,5500.0,63.0
2530,2026-05-02T16:07:06.904,1315.567,,5.952,128576.582,118779.227,9797.355,7.620,2047.996,1.250,0.061,5.710,5.710,4.730,230.691,0.000,0.001,0.015,2484.5,5500.0,54.0
2531,2026-05-02T16:07:07.442,1316.106,,5.944,128576.582,118766.371,9810.211,7.630,2047.996,1.250,0.061,5.710,5.710,4.730,209.102,0.000,0.000,0.014,3327.0,5467.4,58.0
2532,2026-05-02T16:07:07.943,1316.606,,7.334,128576.582,118763.023,9813.559,7.632,2047.996,1.250,0.061,5.710,5.710,4.730,236.908,0.156,0.001,0.015,2466.5,5500.0,66.0
2533,2026-05-02T16:07:08.447,1317.110,,6.754,128576.582,118799.953,9776.629,7.604,2047.996,1.250,0.061,5.710,5.710,4.730,247.191,0.000,0.000,0.015,3254.1,5500.0,66.0
2534,2026-05-02T16:07:08.949,1317.612,,7.277,128576.582,118801.816,9774.766,7.602,2047.996,1.250,0.061,5.710,5.710,4.730,265.995,0.000,0.001,0.016,3796.1,5500.0,60.0
2535,2026-05-02T16:07:09.449,1318.112,,8.100,128576.582,118797.422,9779.160,7.606,2047.996,1.250,0.061,5.710,5.710,4.730,243.496,0.141,0.001,0.015,1910.2,5382.7,64.0
2536,2026-05-02T16:07:09.952,1318.615,,7.477,128576.582,118750.930,9825.652,7.642,2047.996,1.250,0.061,5.710,5.710,4.730,238.666,0.000,0.001,0.015,2197.2,5500.0,68.0
2537,2026-05-02T16:07:10.499,1319.162,,9.903,128576.582,118794.438,9782.145,7.608,2047.996,1.250,0.061,5.710,5.710,4.730,242.723,1.136,0.000,0.014,2535.9,5500.0,68.0
2538,2026-05-02T16:07:11.000,1319.663,,7.192,128576.582,118815.055,9761.527,7.592,2047.996,1.250,0.061,5.570,5.680,4.730,219.905,0.000,0.001,0.016,2810.6,5500.0,64.0
2539,2026-05-02T16:07:11.500,1320.164,,5.815,128576.582,118798.656,9777.926,7.605,2047.996,1.250,0.061,5.570,5.680,4.730,177.627,0.000,0.000,0.016,2651.2,5500.0,64.0
2540,2026-05-02T16:07:12.018,1320.681,,9.654,128576.582,118776.047,9800.535,7.622,2047.996,1.250,0.061,5.570,5.680,4.730,189.811,0.000,0.001,0.030,1953.0,5470.9,60.0
2541,2026-05-02T16:07:12.543,1321.206,,6.033,128576.582,118768.566,9808.016,7.628,2047.996,1.250,0.061,5.570,5.680,4.730,190.294,0.000,0.001,0.016,2055.5,5500.0,60.0
2542,2026-05-02T16:07:13.045,1321.708,,5.845,128576.582,118761.707,9814.875,7.633,2047.996,1.250,0.061,5.570,5.680,4.730,219.247,0.288,0.001,0.016,1923.0,5500.0,58.0
2543,2026-05-02T16:07:13.547,1322.210,,7.116,128576.582,118753.727,9822.855,7.640,2047.996,1.250,0.061,5.570,5.680,4.730,259.045,0.000,0.001,0.015,2879.4,5531.6,63.0
2544,2026-05-02T16:07:14.048,1322.711,,8.709,128576.582,118746.559,9830.023,7.645,2047.996,1.250,0.061,5.570,5.680,4.730,245.128,0.000,0.001,0.015,2823.1,5500.0,67.0
2545,2026-05-02T16:07:14.548,1323.211,,6.531,128576.582,118739.473,9837.109,7.651,2047.996,1.250,0.061,5.570,5.680,4.730,222.777,0.000,0.000,0.015,2660.8,5500.0,67.0
2546,2026-05-02T16:07:15.053,1323.716,,12.213,128576.582,118756.250,9820.332,7.638,2047.996,1.250,0.061,5.570,5.680,4.730,209.422,0.131,0.001,0.015,3634.8,5500.0,59.0
2547,2026-05-02T16:07:15.602,1324.265,,11.016,128576.582,118745.168,9831.414,7.646,2047.996,1.250,0.061,5.570,5.680,4.730,214.209,0.000,0.000,0.014,2758.0,5500.0,59.0
2548,2026-05-02T16:07:16.103,1324.766,,9.407,128576.582,118772.074,9804.508,7.625,2047.996,1.250,0.061,5.370,5.640,4.720,202.959,0.000,0.001,0.015,2677.0,5500.0,48.0
2549,2026-05-02T16:07:16.648,1325.311,,8.454,128576.582,118759.652,9816.930,7.635,2047.996,1.250,0.061,5.370,5.640,4.720,203.198,1.190,0.000,0.014,2031.3,5506.3,59.0
2550,2026-05-02T16:07:17.148,1325.812,,8.229,128576.582,118762.953,9813.629,7.633,2047.996,1.250,0.061,5.370,5.640,4.720,226.677,0.000,0.001,0.015,2166.7,5419.1,66.0
2551,2026-05-02T16:07:17.697,1326.361,,9.117,128576.582,118769.191,9807.391,7.628,2047.996,1.250,0.061,5.370,5.640,4.720,200.914,0.000,0.001,0.014,2254.7,5511.7,66.0
2552,2026-05-02T16:07:18.247,1326.910,,15.240,128576.582,118763.328,9813.254,7.632,2047.996,1.250,0.061,5.370,5.640,4.720,199.719,0.135,0.001,0.014,3265.9,5506.1,51.0
2553,2026-05-02T16:07:18.796,1327.459,,13.090,128576.582,118754.422,9822.160,7.639,2047.996,1.250,0.061,5.370,5.640,4.720,221.893,0.000,0.001,0.014,1899.1,5500.0,58.0
2554,2026-05-02T16:07:19.296,1327.959,,8.994,128576.582,118760.414,9816.168,7.634,2047.996,1.250,0.061,5.370,5.640,4.720,198.155,0.000,0.001,0.016,3374.7,5500.0,64.0
2555,2026-05-02T16:07:19.798,1328.462,,11.805,128576.582,118749.246,9827.336,7.643,2047.996,1.250,0.061,5.370,5.640,4.720,186.198,0.140,0.001,0.016,1778.3,5500.0,64.0
2556,2026-05-02T16:07:20.303,1328.966,,20.000,128576.582,118732.770,9843.812,7.656,2047.996,1.250,0.061,5.370,5.640,4.720,230.053,0.000,0.001,0.017,3109.6,5500.0,62.0
2557,2026-05-02T16:07:20.843,1329.506,,15.743,128576.582,118749.484,9827.098,7.643,2047.996,1.250,0.061,5.370,5.640,4.720,202.321,0.000,0.000,0.014,3434.9,5358.6,62.0
2558,2026-05-02T16:07:21.351,1330.014,,12.955,128576.582,118731.773,9844.809,7.657,2047.996,1.250,0.061,5.180,5.590,4.710,213.065,0.000,0.000,0.015,3039.2,5500.0,63.0
2559,2026-05-02T16:07:21.851,1330.514,,10.150,128576.582,118752.270,9824.312,7.641,2047.996,1.250,0.061,5.180,5.590,4.710,221.341,0.000,0.000,0.015,2763.9,5486.5,63.0
2560,2026-05-02T16:07:22.352,1331.016,,14.383,128576.582,118754.547,9822.035,7.639,2047.996,1.250,0.061,5.180,5.590,4.710,194.982,0.000,0.001,0.015,2312.1,5500.0,67.0
2561,2026-05-02T16:07:22.853,1331.516,,14.099,128576.582,118761.523,9815.059,7.634,2047.996,1.250,0.061,5.180,5.590,4.710,219.731,1.241,0.001,0.015,2713.5,5500.0,67.0
2562,2026-05-02T16:07:23.358,1332.021,,11.216,128576.582,118744.383,9832.199,7.647,2047.996,1.250,0.061,5.180,5.590,4.710,230.195,0.317,0.001,0.015,2934.0,5500.0,46.9
2563,2026-05-02T16:07:23.903,1332.566,,13.472,128576.582,118740.660,9835.922,7.650,2047.996,1.250,0.061,5.180,5.590,4.710,208.671,0.000,0.001,0.014,2568.7,5523.4,57.0
2564,2026-05-02T16:07:24.407,1333.071,,20.952,128576.582,118746.094,9830.488,7.646,2047.996,1.250,0.061,5.180,5.590,4.710,198.295,0.000,0.000,0.015,4073.2,5500.0,67.0
2565,2026-05-02T16:07:24.908,1333.571,,41.990,128576.582,118749.711,9826.871,7.643,2047.996,1.250,0.061,5.180,5.590,4.710,195.017,0.141,0.001,0.016,3349.4,5500.0,70.0
2566,2026-05-02T16:07:25.409,1334.072,,35.019,128576.582,118747.160,9829.422,7.645,2047.996,1.250,0.061,5.180,5.590,4.710,204.231,2.142,0.000,0.015,1864.7,5500.0,67.0
2567,2026-05-02T16:07:25.911,1334.574,,25.655,128576.582,118756.258,9820.324,7.638,2047.996,1.250,0.061,5.180,5.590,4.710,219.143,0.008,0.001,0.015,2619.8,5549.5,68.0
2568,2026-05-02T16:07:26.415,1335.078,,24.256,128576.582,118737.746,9838.836,7.652,2047.996,1.250,0.061,7.560,6.080,4.870,218.386,0.000,0.001,0.015,1614.7,5500.0,68.0
2569,2026-05-02T16:07:26.955,1335.618,,26.678,128576.582,118753.512,9823.070,7.640,2047.996,1.250,0.061,7.560,6.080,4.870,194.931,0.000,0.001,0.015,2322.9,5459.0,63.0
2570,2026-05-02T16:07:27.458,1336.121,,19.083,128576.582,118736.062,9840.520,7.653,2047.996,1.250,0.061,7.560,6.080,4.870,193.428,0.109,0.001,0.016,2929.6,5500.0,67.0
2571,2026-05-02T16:07:27.967,1336.630,,35.201,128576.582,118739.266,9837.316,7.651,2047.996,1.250,0.061,7.560,6.080,4.870,224.767,0.000,0.001,0.015,3355.1,5500.0,67.0
2572,2026-05-02T16:07:28.509,1337.172,,28.161,128576.582,118714.852,9861.730,7.670,2047.996,1.250,0.061,7.560,6.080,4.870,219.429,0.433,0.000,0.015,4650.1,5200.1,66.0
2573,2026-05-02T16:07:29.017,1337.680,,32.333,128576.582,118716.293,9860.289,7.669,2047.996,1.250,0.061,7.560,6.080,4.870,261.340,0.054,0.001,0.030,2149.1,5500.0,73.0
2574,2026-05-02T16:07:29.563,1338.227,,13.696,128576.582,118740.512,9836.070,7.650,2047.996,1.250,0.061,7.560,6.080,4.870,240.286,0.000,0.000,0.014,2366.4,5500.0,73.0
2575,2026-05-02T16:07:30.111,1338.774,,16.820,128576.582,118730.887,9845.695,7.657,2047.996,1.250,0.061,7.560,6.080,4.870,236.430,0.121,0.001,0.014,1980.6,5500.1,72.0
2576,2026-05-02T16:07:30.617,1339.280,,15.131,128576.582,118717.105,9859.477,7.668,2047.996,1.250,0.061,7.560,6.080,4.870,240.370,0.062,0.000,0.015,2156.2,5500.0,74.0
2577,2026-05-02T16:07:31.117,1339.780,,18.449,128576.582,118719.699,9856.883,7.666,2047.996,1.250,0.061,7.120,6.010,4.860,257.423,0.000,0.001,0.016,3332.4,5500.0,74.0
2578,2026-05-02T16:07:31.623,1340.286,,16.347,128576.582,118729.371,9847.211,7.659,2047.996,1.250,0.061,7.120,6.010,4.860,241.943,0.000,0.000,0.015,2734.1,5500.0,67.0
2579,2026-05-02T16:07:32.161,1340.824,,22.106,128576.582,118723.527,9853.055,7.663,2047.996,1.250,0.061,7.120,6.010,4.860,254.999,0.000,0.001,0.014,2137.4,5476.8,67.0
2580,2026-05-02T16:07:32.707,1341.370,,16.407,128576.582,118739.176,9837.406,7.651,2047.996,1.250,0.061,7.120,6.010,4.860,263.067,0.164,0.001,0.014,3011.4,5500.0,65.0
2581,2026-05-02T16:07:33.210,1341.873,,15.481,128576.582,118730.453,9846.129,7.658,2047.996,1.250,0.061,7.120,6.010,4.860,267.036,0.000,0.001,0.015,2527.0,5500.0,65.0
2582,2026-05-02T16:07:33.711,1342.374,,12.773,128576.582,118729.191,9847.391,7.659,2047.996,1.250,0.061,7.120,6.010,4.860,271.824,0.000,0.001,0.015,2871.2,5434.1,72.0
2583,2026-05-02T16:07:34.212,1342.876,,16.050,128576.582,118755.012,9821.570,7.639,2047.996,1.250,0.061,7.120,6.010,4.860,274.907,0.000,0.000,0.015,3253.5,5500.0,72.0
2584,2026-05-02T16:07:34.713,1343.376,,16.501,128576.582,118743.480,9833.102,7.648,2047.996,1.250,0.061,7.120,6.010,4.860,281.484,1.242,0.001,0.015,2858.1,5473.6,74.0
2585,2026-05-02T16:07:35.262,1343.926,,14.920,128576.582,118736.633,9839.949,7.653,2047.996,1.250,0.061,7.120,6.010,4.860,245.970,0.135,0.000,0.015,2577.0,5500.0,68.0
2586,2026-05-02T16:07:35.808,1344.471,,14.047,128576.582,118711.758,9864.824,7.672,2047.996,1.250,0.061,7.120,6.010,4.860,264.687,0.000,0.001,0.015,3624.3,5423.3,68.0
2587,2026-05-02T16:07:36.309,1344.972,,13.938,128576.582,118725.629,9850.953,7.662,2047.996,1.250,0.061,6.790,5.960,4.850,259.769,0.000,0.000,0.017,2993.1,5500.0,66.0
2588,2026-05-02T16:07:36.810,1345.474,,13.574,128576.582,118687.906,9888.676,7.691,2047.996,1.250,0.061,6.790,5.960,4.850,267.758,0.000,0.001,0.016,2436.5,5499.9,63.0
2589,2026-05-02T16:07:37.311,1345.974,,12.133,128576.582,118716.086,9860.496,7.669,2047.996,1.250,0.061,6.790,5.960,4.850,261.670,0.000,0.000,0.015,1848.4,5500.0,63.0
2590,2026-05-02T16:07:37.852,1346.516,,10.823,128576.582,118731.598,9844.984,7.657,2047.996,1.250,0.061,6.790,5.960,4.850,234.755,0.281,0.000,0.014,4690.3,5300.1,60.0
2591,2026-05-02T16:07:38.359,1347.022,,15.432,128576.582,118731.660,9844.922,7.657,2047.996,1.250,0.061,6.790,5.960,4.850,228.289,0.000,0.001,0.015,2930.6,5500.0,57.0
2592,2026-05-02T16:07:38.859,1347.522,,19.240,128576.582,118726.977,9849.605,7.660,2047.996,1.250,0.061,6.790,5.960,4.850,233.625,0.000,0.001,0.016,2537.9,5500.0,67.0
2593,2026-05-02T16:07:39.361,1348.025,,16.989,128576.582,118718.766,9857.816,7.667,2047.996,1.250,0.061,6.790,5.960,4.850,231.946,0.000,0.000,0.015,2458.0,5500.0,67.0
2594,2026-05-02T16:07:39.897,1348.560,,14.160,128576.582,118721.234,9855.348,7.665,2047.996,1.250,0.061,6.790,5.960,4.850,245.066,0.000,0.001,0.014,2273.1,5520.9,65.0
2595,2026-05-02T16:07:40.398,1349.061,,16.739,128576.582,118708.684,9867.898,7.675,2047.996,1.250,0.061,6.790,5.960,4.850,256.045,0.140,0.000,0.015,2756.1,5500.0,69.0
2596,2026-05-02T16:07:40.903,1349.567,,16.986,128576.582,118730.980,9845.602,7.657,2047.996,1.250,0.061,6.790,5.960,4.850,222.890,1.260,0.000,0.015,2964.5,5500.0,67.0
2597,2026-05-02T16:07:41.451,1350.115,,14.253,128576.582,118716.344,9860.238,7.669,2047.996,1.250,0.061,6.330,5.880,4.830,227.246,0.000,0.000,0.014,2388.6,5500.0,67.0
2598,2026-05-02T16:07:41.957,1350.620,,12.657,128576.582,118730.688,9845.895,7.658,2047.996,1.250,0.061,6.330,5.880,4.830,228.774,0.000,0.001,0.015,2630.3,5500.0,65.0
2599,2026-05-02T16:07:42.503,1351.167,,12.798,128576.582,118717.941,9858.641,7.668,2047.996,1.250,0.061,6.330,5.880,4.830,227.166,0.000,0.001,0.027,2487.5,5500.0,65.0
2600,2026-05-02T16:07:43.047,1351.710,,11.993,128576.582,118737.410,9839.172,7.652,2047.996,1.250,0.061,6.330,5.880,4.830,239.630,0.115,0.001,0.016,2288.0,5500.0,61.0
2601,2026-05-02T16:07:43.555,1352.219,,10.471,128576.582,118720.543,9856.039,7.666,2047.996,1.250,0.061,6.330,5.880,4.830,226.523,0.000,0.001,0.016,1949.3,5500.0,60.0
2602,2026-05-02T16:07:44.104,1352.767,,10.199,128576.582,118724.414,9852.168,7.662,2047.996,1.250,0.061,6.330,5.880,4.830,243.878,0.000,0.001,0.014,2510.2,5525.3,68.0
2603,2026-05-02T16:07:44.604,1353.267,,11.146,128576.582,118743.094,9833.488,7.648,2047.996,1.250,0.061,6.330,5.880,4.830,264.842,0.000,0.001,0.017,2563.2,5500.0,71.0
2604,2026-05-02T16:07:45.107,1353.770,,11.889,128576.582,118698.090,9878.492,7.683,2047.996,1.250,0.061,6.330,5.880,4.830,274.025,0.000,0.001,0.015,2445.4,5500.0,62.0
2605,2026-05-02T16:07:45.610,1354.273,,12.273,128576.582,118680.340,9896.242,7.697,2047.996,1.250,0.061,6.330,5.880,4.830,231.684,0.132,0.001,0.015,2443.4,5518.5,68.0
2606,2026-05-02T16:07:46.113,1354.776,,12.897,128576.582,118736.891,9839.691,7.653,2047.996,1.250,0.061,5.980,5.820,4.810,278.117,0.000,0.001,0.016,2934.5,5500.1,68.0
2607,2026-05-02T16:07:46.658,1355.321,,12.894,128576.582,118820.887,9755.695,7.587,2047.996,1.250,0.061,5.980,5.820,4.810,278.566,0.000,0.000,0.014,2162.6,5500.0,68.0
2608,2026-05-02T16:07:47.163,1355.826,,11.681,128576.582,118854.926,9721.656,7.561,2047.996,1.250,0.061,5.980,5.820,4.810,274.634,1.253,0.001,0.016,2579.4,5500.0,69.0
2609,2026-05-02T16:07:47.669,1356.332,,11.514,128576.582,118873.574,9703.008,7.546,2047.996,1.250,0.061,5.980,5.820,4.810,275.935,0.000,0.001,0.015,2729.2,5500.0,69.0
2610,2026-05-02T16:07:48.210,1356.873,,13.488,128576.582,118898.445,9678.137,7.527,2047.996,1.250,0.061,5.980,5.820,4.810,276.341,0.209,0.001,0.014,2869.9,5500.0,69.0
2611,2026-05-02T16:07:48.759,1357.422,,10.965,128576.582,118805.703,9770.879,7.599,2047.996,1.250,0.061,5.980,5.820,4.810,275.332,0.000,0.000,0.014,3757.2,5414.0,69.0
2612,2026-05-02T16:07:49.260,1357.924,,9.509,128576.582,118749.086,9827.496,7.643,2047.996,1.250,0.061,5.980,5.820,4.810,279.871,0.000,0.001,0.015,2425.5,5500.0,64.0
2613,2026-05-02T16:07:49.800,1358.463,,8.420,128576.582,118848.051,9728.531,7.566,2047.996,1.250,0.061,5.980,5.820,4.810,275.549,0.000,0.001,0.014,2923.5,5500.0,64.0
2614,2026-05-02T16:07:50.306,1358.969,,7.347,128576.582,118808.504,9768.078,7.597,2047.996,1.250,0.061,5.980,5.820,4.810,279.062,0.000,0.001,0.016,3036.1,5480.3,70.0
2615,2026-05-02T16:07:50.807,1359.471,,9.659,128576.582,118784.625,9791.957,7.616,2047.996,1.250,0.061,5.980,5.820,4.810,276.414,0.140,0.001,0.015,2930.1,5500.0,70.0
2616,2026-05-02T16:07:51.309,1359.972,,9.706,128576.582,118786.961,9789.621,7.614,2047.996,1.250,0.061,5.660,5.750,4.800,278.155,0.000,0.000,0.016,2462.9,5500.0,63.0
2617,2026-05-02T16:07:51.852,1360.516,,9.070,128576.582,118776.918,9799.664,7.622,2047.996,1.250,0.061,5.660,5.750,4.800,275.047,0.000,0.000,0.015,3479.3,5400.0,62.0
2618,2026-05-02T16:07:52.398,1361.061,,7.352,128576.582,118791.027,9785.555,7.611,2047.996,1.250,0.061,5.660,5.750,4.800,274.794,0.000,0.000,0.015,4688.3,5373.3,54.0
2619,2026-05-02T16:07:52.907,1361.571,,13.741,128576.582,118764.973,9811.609,7.631,2047.996,1.250,0.061,5.660,5.750,4.800,278.886,1.388,0.001,0.015,3202.8,5302.5,68.0
2620,2026-05-02T16:07:53.453,1362.116,,9.191,128576.582,118734.062,9842.520,7.655,2047.996,1.250,0.061,5.660,5.750,4.800,275.510,0.036,0.001,0.014,2961.9,5517.5,58.0
2621,2026-05-02T16:07:54.003,1362.666,,10.229,128576.582,118719.102,9857.480,7.667,2047.996,1.250,0.061,5.660,5.750,4.800,273.501,0.000,0.001,0.015,4700.0,5300.1,58.0
2622,2026-05-02T16:07:54.509,1363.172,,9.198,128576.582,118756.625,9819.957,7.637,2047.996,1.250,0.061,5.660,5.750,4.800,279.396,0.000,0.001,0.030,2734.4,5500.0,65.0
2623,2026-05-02T16:07:55.014,1363.678,,13.346,128576.582,118757.902,9818.680,7.636,2047.996,1.250,0.061,5.660,5.750,4.800,274.549,0.000,0.001,0.015,3343.9,5500.0,65.0
2624,2026-05-02T16:07:55.558,1364.221,,12.044,128576.582,118791.945,9784.637,7.610,2047.996,1.250,0.061,5.660,5.750,4.800,283.516,0.115,0.001,0.015,2567.7,5500.0,66.0
2625,2026-05-02T16:07:56.104,1364.767,,12.773,128576.582,118826.598,9749.984,7.583,2047.996,1.250,0.061,5.370,5.690,4.780,270.308,0.000,0.001,0.014,2573.1,5500.0,66.0
2626,2026-05-02T16:07:56.654,1365.318,,11.130,128576.582,118835.070,9741.512,7.576,2047.996,1.250,0.061,5.370,5.690,4.780,278.093,0.000,0.001,0.014,2327.4,5500.0,64.0
2627,2026-05-02T16:07:57.158,1365.821,,10.474,128576.582,118807.027,9769.555,7.598,2047.996,1.250,0.061,5.370,5.690,4.780,279.766,0.000,0.001,0.015,4519.5,5500.0,66.0
2628,2026-05-02T16:07:57.663,1366.326,,14.427,128576.582,118766.895,9809.688,7.629,2047.996,1.250,0.061,5.370,5.690,4.780,275.580,0.000,0.001,0.015,2392.4,5500.0,61.0
2629,2026-05-02T16:07:58.200,1366.863,,12.207,128576.582,118794.051,9782.531,7.608,2047.996,1.250,0.061,5.370,5.690,4.780,277.134,0.364,0.000,0.015,2474.3,5358.8,61.0
2630,2026-05-02T16:07:58.708,1367.371,,16.255,128576.582,118769.367,9807.215,7.628,2047.996,1.250,0.061,5.370,5.690,4.780,279.856,1.276,0.000,0.015,3165.1,5439.6,63.0
2631,2026-05-02T16:07:59.214,1367.877,,17.049,128576.582,118809.023,9767.559,7.597,2047.996,1.250,0.061,5.370,5.690,4.780,280.150,0.000,0.001,0.016,3173.9,5361.3,65.0
2632,2026-05-02T16:07:59.760,1368.424,,15.011,128576.582,118788.398,9788.184,7.613,2047.996,1.250,0.061,5.370,5.690,4.780,274.833,0.000,0.000,0.015,2975.4,5500.0,67.0
2633,2026-05-02T16:08:00.265,1368.928,,15.342,128576.582,118852.801,9723.781,7.563,2047.996,1.250,0.061,5.370,5.690,4.780,276.614,0.000,0.001,0.032,3003.7,5500.0,68.0
2634,2026-05-02T16:08:00.808,1369.471,,13.882,128576.582,118842.934,9733.648,7.570,2047.996,1.250,0.061,5.370,5.690,4.780,275.839,0.144,0.001,0.014,2586.8,5313.2,65.0
2635,2026-05-02T16:08:01.315,1369.978,,14.118,128576.582,118832.613,9743.969,7.578,2047.996,1.250,0.061,5.100,5.630,4.770,275.729,0.000,0.001,0.015,2800.7,5500.0,71.0
2636,2026-05-02T16:08:01.854,1370.518,,14.228,128576.582,118870.949,9705.633,7.549,2047.996,1.250,0.061,5.100,5.630,4.770,277.364,0.000,0.001,0.014,4692.1,5288.0,71.0
2637,2026-05-02T16:08:02.404,1371.067,,13.856,128576.582,118844.715,9731.867,7.569,2047.996,1.250,0.061,5.100,5.630,4.770,274.180,0.000,0.000,0.014,2698.5,5500.0,60.0
2638,2026-05-02T16:08:02.911,1371.574,,11.863,128576.582,118794.840,9781.742,7.608,2047.996,1.250,0.061,5.100,5.630,4.770,276.904,0.154,0.001,0.015,2701.0,5535.9,67.0
2639,2026-05-02T16:08:03.446,1372.109,,12.361,128576.582,118790.453,9786.129,7.611,2047.996,1.250,0.061,5.100,5.630,4.770,275.011,0.007,0.000,0.014,4670.5,5385.2,67.0
2640,2026-05-02T16:08:03.953,1372.616,,10.967,128576.582,118752.980,9823.602,7.640,2047.996,1.250,0.061,5.100,5.630,4.770,274.897,0.000,0.001,0.015,3026.9,5500.0,67.0
2641,2026-05-02T16:08:04.454,1373.118,,10.763,128576.582,118762.938,9813.645,7.633,2047.996,1.250,0.061,5.100,5.630,4.770,280.108,0.000,0.000,0.015,2116.5,5500.0,67.0
2642,2026-05-02T16:08:04.958,1373.622,,17.129,128576.582,118774.582,9802.000,7.623,2047.996,1.250,0.061,5.100,5.630,4.770,274.769,1.201,0.001,0.015,2883.9,5304.9,67.0
2643,2026-05-02T16:08:05.458,1374.122,,17.095,128576.582,118814.148,9762.434,7.593,2047.996,1.250,0.061,5.100,5.630,4.770,274.929,1.625,0.000,0.015,2786.3,5470.2,64.0
2644,2026-05-02T16:08:06.004,1374.668,,9.595,128576.582,118811.262,9765.320,7.595,2047.996,1.250,0.061,4.850,5.570,4.750,280.704,0.129,0.001,0.028,2554.3,5500.0,60.0
