sample_index,wall_time_iso,elapsed_s,ros_time_s,cpu_percent,mem_total_mb,mem_available_mb,mem_used_mb,mem_used_percent,swap_total_mb,swap_used_mb,swap_used_percent,load1,load5,load15,disk_read_mbps,disk_write_mbps,net_rx_mbps,net_tx_mbps,cpu_freq_avg_mhz,cpu_freq_max_mhz,cpu_temp_c
1,2026-05-02T15:45:11.427,0.090,,,128576.582,120429.051,8147.531,6.337,2047.996,0.000,0.000,1.620,1.570,1.610,,,,,1492.4,5500.7,43.0
2,2026-05-02T15:45:11.927,0.590,,1.065,128576.582,120408.531,8168.051,6.353,2047.996,0.000,0.000,1.620,1.570,1.610,0.000,2.398,0.007,0.028,1799.5,5500.0,42.9
3,2026-05-02T15:45:12.433,1.096,,1.052,128576.582,120411.945,8164.637,6.350,2047.996,0.000,0.000,1.620,1.570,1.610,0.000,0.000,0.011,0.014,2092.1,5500.0,42.9
4,2026-05-02T15:45:12.938,1.601,,1.053,128576.582,120393.012,8183.570,6.365,2047.996,0.000,0.000,1.620,1.570,1.610,0.000,0.224,0.004,0.003,1176.2,5336.4,42.9
5,2026-05-02T15:45:13.454,2.118,,1.395,128576.582,120391.617,8184.965,6.366,2047.996,0.000,0.000,1.620,1.570,1.610,0.000,0.000,0.000,0.025,2976.9,5500.0,49.0
6,2026-05-02T15:45:13.971,2.635,,5.155,128576.582,120399.887,8176.695,6.359,2047.996,0.000,0.000,1.620,1.570,1.610,0.030,1.889,0.017,0.138,2076.9,5500.0,49.0
7,2026-05-02T15:45:14.504,3.167,,1.472,128576.582,120400.051,8176.531,6.359,2047.996,0.000,0.000,1.620,1.570,1.610,0.000,0.491,0.009,0.041,2286.2,5500.0,43.9
8,2026-05-02T15:45:15.009,3.672,,1.241,128576.582,120380.625,8195.957,6.374,2047.996,0.000,0.000,1.620,1.570,1.610,0.000,0.000,0.013,0.166,1499.6,5245.1,42.9
9,2026-05-02T15:45:15.513,4.177,,1.429,128576.582,120370.598,8205.984,6.382,2047.996,0.000,0.000,1.620,1.570,1.610,0.000,0.116,0.151,0.020,941.2,4419.2,42.9
10,2026-05-02T15:45:16.018,4.681,,1.241,128576.582,120356.770,8219.812,6.393,2047.996,0.000,0.000,1.650,1.580,1.620,0.000,0.000,0.005,0.007,1931.2,5505.8,42.9
11,2026-05-02T15:45:16.523,5.186,,0.929,128576.582,120355.293,8221.289,6.394,2047.996,0.000,0.000,1.650,1.580,1.620,0.000,0.000,0.002,0.004,1686.2,5500.7,42.9
12,2026-05-02T15:45:17.027,5.691,,1.863,128576.582,120334.703,8241.879,6.410,2047.996,0.000,0.000,1.650,1.580,1.620,0.000,0.085,0.008,0.010,1666.5,5500.0,42.9
13,2026-05-02T15:45:17.544,6.207,,1.274,128576.582,120334.148,8242.434,6.411,2047.996,0.000,0.000,1.650,1.580,1.620,0.000,0.000,0.008,0.152,1670.0,5500.0,42.9
14,2026-05-02T15:45:18.058,6.721,,1.341,128576.582,120322.184,8254.398,6.420,2047.996,0.000,0.000,1.650,1.580,1.620,0.000,1.407,0.005,0.015,1553.8,5500.0,42.9
15,2026-05-02T15:45:18.572,7.235,,2.310,128576.582,120316.840,8259.742,6.424,2047.996,0.000,0.000,1.650,1.580,1.620,0.000,0.000,0.003,0.004,2064.9,5500.1,53.0
16,2026-05-02T15:45:19.088,7.751,,0.911,128576.582,120308.051,8268.531,6.431,2047.996,0.000,0.000,1.650,1.580,1.620,0.000,0.000,0.000,0.002,1383.7,5500.0,53.0
17,2026-05-02T15:45:19.603,8.266,,0.729,128576.582,120308.418,8268.164,6.431,2047.996,0.000,0.000,1.650,1.580,1.620,0.000,0.000,0.000,0.002,1119.3,5679.1,43.0
18,2026-05-02T15:45:20.117,8.781,,0.852,128576.582,120290.895,8285.688,6.444,2047.996,0.000,0.000,1.650,1.580,1.620,0.000,0.000,0.000,0.002,1166.2,4251.9,42.9
19,2026-05-02T15:45:20.633,9.296,,0.729,128576.582,120291.941,8284.641,6.443,2047.996,0.000,0.000,1.650,1.580,1.620,0.000,0.136,0.000,0.003,1074.8,5706.5,42.0
20,2026-05-02T15:45:21.150,9.813,,0.787,128576.582,120278.301,8298.281,6.454,2047.996,0.000,0.000,1.680,1.580,1.620,0.000,0.000,0.002,0.004,1458.4,5504.9,42.0
21,2026-05-02T15:45:21.665,10.328,,0.911,128576.582,120282.516,8294.066,6.451,2047.996,0.000,0.000,1.680,1.580,1.620,0.000,0.000,0.004,0.004,1152.4,5500.0,42.9
22,2026-05-02T15:45:22.181,10.844,,0.729,128576.582,120272.695,8303.887,6.458,2047.996,0.000,0.000,1.680,1.580,1.620,0.000,0.000,0.000,0.001,1125.3,5500.0,42.9
23,2026-05-02T15:45:22.697,11.361,,0.850,128576.582,120274.133,8302.449,6.457,2047.996,0.000,0.000,1.680,1.580,1.620,0.000,0.076,0.000,0.001,1185.1,4731.1,42.9
24,2026-05-02T15:45:23.214,11.878,,0.850,128576.582,120253.699,8322.883,6.473,2047.996,0.000,0.000,1.680,1.580,1.620,0.000,0.015,0.004,0.004,1233.8,5500.8,43.0
25,2026-05-02T15:45:23.730,12.393,,0.911,128576.582,120260.082,8316.500,6.468,2047.996,0.000,0.000,1.680,1.580,1.620,0.000,0.000,0.007,0.008,1473.5,5131.3,42.9
26,2026-05-02T15:45:24.246,12.909,,0.911,128576.582,120247.125,8329.457,6.478,2047.996,0.000,0.000,1.680,1.580,1.620,0.000,0.000,0.003,0.003,1832.8,5500.0,42.9
27,2026-05-02T15:45:24.761,13.425,,0.850,128576.582,120252.645,8323.938,6.474,2047.996,0.000,0.000,1.680,1.580,1.620,0.000,0.000,0.002,0.005,1422.3,4986.3,42.9
28,2026-05-02T15:45:25.276,13.939,,0.852,128576.582,120244.723,8331.859,6.480,2047.996,0.000,0.000,1.680,1.580,1.620,0.000,1.299,0.001,0.002,1744.5,5500.0,43.9
29,2026-05-02T15:45:25.790,14.454,,0.912,128576.582,120249.207,8327.375,6.477,2047.996,0.000,0.000,1.710,1.590,1.620,0.000,0.167,0.002,0.024,1487.6,5500.0,43.9
30,2026-05-02T15:45:26.336,14.999,,1.607,128576.582,120229.375,8347.207,6.492,2047.996,0.000,0.000,1.710,1.590,1.620,0.000,0.000,0.002,0.020,1647.0,5500.0,52.0
31,2026-05-02T15:45:26.839,15.502,,4.353,128576.582,120239.223,8337.359,6.484,2047.996,0.000,0.000,1.710,1.590,1.620,11.888,0.000,0.000,0.001,2070.4,5500.1,49.0
32,2026-05-02T15:45:27.360,16.024,,3.550,128576.582,120166.074,8410.508,6.541,2047.996,0.000,0.000,1.710,1.590,1.620,178.447,0.000,0.009,0.373,1874.5,5500.0,43.9
33,2026-05-02T15:45:27.908,16.572,,1.888,128576.582,119993.602,8582.980,6.675,2047.996,0.000,0.000,1.710,1.590,1.620,329.167,0.000,0.007,0.018,3470.0,5330.1,55.0
34,2026-05-02T15:45:28.428,17.091,,5.060,128576.582,119693.184,8883.398,6.909,2047.996,0.000,0.000,1.710,1.590,1.620,331.420,0.083,0.004,0.018,1908.9,5502.0,60.0
35,2026-05-02T15:45:28.952,17.615,,4.907,128576.582,119637.520,8939.062,6.952,2047.996,0.000,0.000,1.710,1.590,1.620,339.973,0.037,0.001,0.011,2402.9,5530.1,60.0
36,2026-05-02T15:45:29.472,18.135,,4.768,128576.582,119593.180,8983.402,6.987,2047.996,0.000,0.000,1.710,1.590,1.620,331.693,0.000,0.000,0.001,2192.6,5500.1,60.0
37,2026-05-02T15:45:29.991,18.655,,4.581,128576.582,119486.168,9090.414,7.070,2047.996,0.000,0.000,1.710,1.590,1.620,335.240,0.000,0.001,0.002,2341.4,5500.0,49.0
38,2026-05-02T15:45:30.496,19.159,,25.702,128576.582,119228.508,9348.074,7.270,2047.996,0.000,0.000,1.710,1.590,1.620,265.704,2.138,0.001,0.013,2714.1,5500.0,49.0
39,2026-05-02T15:45:31.002,19.665,,11.990,128576.582,119162.602,9413.980,7.322,2047.996,0.000,0.000,4.290,2.130,1.800,268.342,0.000,0.000,0.000,2683.1,5500.0,54.0
40,2026-05-02T15:45:31.506,20.169,,9.153,128576.582,119174.984,9401.598,7.312,2047.996,0.000,0.000,4.290,2.130,1.800,238.795,0.000,0.004,0.154,2044.9,5500.0,48.0
41,2026-05-02T15:45:32.052,20.716,,7.847,128576.582,119190.086,9386.496,7.300,2047.996,0.000,0.000,4.290,2.130,1.800,273.293,0.000,0.006,0.008,2956.3,5500.0,48.0
42,2026-05-02T15:45:32.599,21.262,,6.893,128576.582,119159.617,9416.965,7.324,2047.996,0.000,0.000,4.290,2.130,1.800,266.853,2.017,0.005,0.004,4310.1,5500.0,48.0
43,2026-05-02T15:45:33.146,21.809,,10.080,128576.582,119098.691,9477.891,7.371,2047.996,0.000,0.000,4.290,2.130,1.800,249.222,2.860,0.016,0.096,3828.1,5441.9,53.0
44,2026-05-02T15:45:33.650,22.313,,6.828,128576.582,119081.980,9494.602,7.384,2047.996,0.000,0.000,4.290,2.130,1.800,245.060,0.155,0.011,0.043,4349.4,5500.1,53.0
45,2026-05-02T15:45:34.151,22.814,,6.023,128576.582,119147.320,9429.262,7.334,2047.996,0.000,0.000,4.290,2.130,1.800,259.567,0.000,0.011,0.097,3773.6,5500.0,51.0
46,2026-05-02T15:45:34.656,23.319,,6.436,128576.582,119082.250,9494.332,7.384,2047.996,0.000,0.000,4.290,2.130,1.800,236.054,0.008,0.012,0.169,3435.1,5500.0,43.9
47,2026-05-02T15:45:35.198,23.862,,6.431,128576.582,119022.352,9554.230,7.431,2047.996,0.000,0.000,4.290,2.130,1.800,244.384,0.014,0.007,0.065,2776.6,5500.0,44.9
48,2026-05-02T15:45:35.748,24.412,,6.357,128576.582,118991.457,9585.125,7.455,2047.996,0.000,0.000,4.030,2.110,1.790,219.503,0.000,0.013,0.431,3236.6,5500.0,48.0
49,2026-05-02T15:45:36.298,24.961,,6.822,128576.582,118994.973,9581.609,7.452,2047.996,0.000,0.000,4.030,2.110,1.790,247.848,0.959,0.003,0.023,2429.1,5528.8,43.9
50,2026-05-02T15:45:36.843,25.506,,5.865,128576.582,119003.121,9573.461,7.446,2047.996,0.000,0.000,4.030,2.110,1.790,241.095,0.000,0.003,0.004,2808.8,5500.0,43.9
51,2026-05-02T15:45:37.348,26.011,,4.819,128576.582,118951.035,9625.547,7.486,2047.996,0.000,0.000,4.030,2.110,1.790,220.015,0.000,0.006,0.007,4445.7,5412.1,42.9
52,2026-05-02T15:45:37.854,26.517,,6.273,128576.582,119021.535,9555.047,7.431,2047.996,0.000,0.000,4.030,2.110,1.790,234.763,0.000,0.005,0.142,3153.5,5500.0,53.0
53,2026-05-02T15:45:38.355,27.018,,7.836,128576.582,119014.855,9561.727,7.437,2047.996,0.000,0.000,4.030,2.110,1.790,219.814,0.141,0.000,0.001,3673.5,5500.0,47.0
54,2026-05-02T15:45:38.899,27.563,,6.724,128576.582,119019.848,9556.734,7.433,2047.996,0.000,0.000,4.030,2.110,1.790,222.088,0.208,0.011,0.037,2973.0,5500.0,44.0
55,2026-05-02T15:45:39.443,28.106,,7.966,128576.582,119019.152,9557.430,7.433,2047.996,0.000,0.000,4.030,2.110,1.790,231.180,0.000,0.004,0.159,2129.2,5500.0,50.0
56,2026-05-02T15:45:39.991,28.654,,6.845,128576.582,119031.125,9545.457,7.424,2047.996,0.000,0.000,4.030,2.110,1.790,207.629,0.000,0.001,0.024,1800.3,5500.0,43.0
57,2026-05-02T15:45:40.502,29.165,,7.143,128576.582,118988.414,9588.168,7.457,2047.996,0.000,0.000,4.030,2.110,1.790,233.838,0.000,0.002,0.030,3017.3,5415.3,43.0
58,2026-05-02T15:45:41.048,29.711,,6.991,128576.582,118988.469,9588.113,7.457,2047.996,0.000,0.000,3.950,2.130,1.800,201.538,0.193,0.002,0.072,2506.8,5500.0,45.0
59,2026-05-02T15:45:41.549,30.212,,7.635,128576.582,118962.836,9613.746,7.477,2047.996,0.000,0.000,3.950,2.130,1.800,246.416,0.000,0.000,0.004,2609.5,5500.0,46.0
60,2026-05-02T15:45:42.097,30.760,,7.293,128576.582,118936.965,9639.617,7.497,2047.996,0.000,0.000,3.950,2.130,1.800,230.815,0.000,0.003,0.034,2592.3,5471.3,46.0
61,2026-05-02T15:45:42.601,31.264,,8.940,128576.582,118956.586,9619.996,7.482,2047.996,0.000,0.000,3.950,2.130,1.800,231.347,0.000,0.003,0.025,2884.2,5478.5,42.9
62,2026-05-02T15:45:43.101,31.764,,7.605,128576.582,118950.781,9625.801,7.486,2047.996,0.000,0.000,3.950,2.130,1.800,211.001,1.422,0.001,0.009,2938.4,5484.4,51.0
63,2026-05-02T15:45:43.601,32.265,,8.774,128576.582,118932.207,9644.375,7.501,2047.996,0.000,0.000,3.950,2.130,1.800,231.228,0.125,0.001,0.060,2754.0,5500.0,45.0
64,2026-05-02T15:45:44.140,32.803,,7.026,128576.582,118958.352,9618.230,7.481,2047.996,0.000,0.000,3.950,2.130,1.800,234.138,0.000,0.001,0.044,3181.2,5500.0,43.0
65,2026-05-02T15:45:44.648,33.312,,8.081,128576.582,118994.367,9582.215,7.453,2047.996,0.000,0.000,3.950,2.130,1.800,189.160,0.000,0.000,0.012,2478.0,5417.1,51.0
66,2026-05-02T15:45:45.148,33.812,,7.804,128576.582,118971.105,9605.477,7.471,2047.996,0.000,0.000,3.950,2.130,1.800,224.941,0.000,0.000,0.008,2965.7,5500.0,51.0
67,2026-05-02T15:45:45.654,34.317,,7.592,128576.582,118954.074,9622.508,7.484,2047.996,0.000,0.000,3.950,2.130,1.800,228.373,0.000,0.001,0.025,2599.9,5500.0,51.0
68,2026-05-02T15:45:46.196,34.859,,7.532,128576.582,118999.629,9576.953,7.448,2047.996,0.000,0.000,3.710,2.110,1.790,206.712,0.137,0.000,0.001,3660.1,5500.0,42.9
69,2026-05-02T15:45:46.698,35.361,,7.945,128576.582,119026.285,9550.297,7.428,2047.996,0.000,0.000,3.710,2.110,1.790,185.209,0.000,0.000,0.019,2630.2,5514.6,44.0
70,2026-05-02T15:45:47.246,35.909,,8.009,128576.582,119045.961,9530.621,7.412,2047.996,0.000,0.000,3.710,2.110,1.790,213.540,0.000,0.003,0.052,2999.3,5500.0,47.0
71,2026-05-02T15:45:47.748,36.411,,7.963,128576.582,119024.746,9551.836,7.429,2047.996,0.000,0.000,3.710,2.110,1.790,179.339,0.000,0.001,0.034,3074.6,5500.0,42.9
72,2026-05-02T15:45:48.296,36.959,,6.686,128576.582,119040.094,9536.488,7.417,2047.996,0.000,0.000,3.710,2.110,1.790,195.154,0.000,0.002,0.059,1616.2,5500.0,42.0
73,2026-05-02T15:45:48.797,37.460,,7.967,128576.582,119029.230,9547.352,7.425,2047.996,0.000,0.000,3.710,2.110,1.790,205.854,1.468,0.001,0.023,2312.2,5500.0,46.0
74,2026-05-02T15:45:49.297,37.960,,15.519,128576.582,119027.441,9549.141,7.427,2047.996,0.000,0.000,3.710,2.110,1.790,199.963,0.000,0.001,0.018,4699.6,5300.1,52.0
75,2026-05-02T15:45:49.799,38.463,,12.080,128576.582,119034.746,9541.836,7.421,2047.996,0.000,0.000,3.710,2.110,1.790,198.920,0.000,0.000,0.000,2481.1,5500.0,48.0
76,2026-05-02T15:45:50.347,39.010,,10.544,128576.582,119026.508,9550.074,7.428,2047.996,0.000,0.000,3.710,2.110,1.790,178.610,0.000,0.002,0.046,2368.6,5500.0,48.0
77,2026-05-02T15:45:50.895,39.558,,8.205,128576.582,119050.902,9525.680,7.409,2047.996,0.000,0.000,3.570,2.110,1.800,221.123,0.150,0.002,0.032,2059.5,5500.0,43.0
78,2026-05-02T15:45:51.395,40.058,,5.634,128576.582,119056.801,9519.781,7.404,2047.996,0.000,0.000,3.570,2.110,1.800,201.993,0.000,0.001,0.016,3133.3,5500.0,45.0
79,2026-05-02T15:45:51.896,40.559,,12.477,128576.582,119027.625,9548.957,7.427,2047.996,0.000,0.000,3.570,2.110,1.800,192.754,0.000,0.001,0.027,2590.0,5535.0,45.0
80,2026-05-02T15:45:52.397,41.060,,7.533,128576.582,119022.484,9554.098,7.431,2047.996,0.000,0.000,3.570,2.110,1.800,205.443,0.296,0.000,0.025,2890.6,5436.2,44.0
81,2026-05-02T15:45:52.897,41.560,,6.848,128576.582,119053.105,9523.477,7.407,2047.996,0.000,0.000,3.570,2.110,1.800,200.995,0.047,0.002,0.023,2991.9,5500.0,48.0
82,2026-05-02T15:45:53.397,42.060,,8.571,128576.582,119058.551,9518.031,7.403,2047.996,0.000,0.000,3.570,2.110,1.800,180.000,0.000,0.000,0.000,2451.4,5500.0,48.0
83,2026-05-02T15:45:53.943,42.606,,7.089,128576.582,119056.422,9520.160,7.404,2047.996,0.000,0.000,3.570,2.110,1.800,217.863,0.143,0.003,0.074,2921.7,5485.0,45.0
84,2026-05-02T15:45:54.448,43.112,,6.510,128576.582,119055.742,9520.840,7.405,2047.996,0.000,0.000,3.570,2.110,1.800,199.922,0.000,0.001,0.027,1929.2,5504.0,42.0
85,2026-05-02T15:45:54.949,43.612,,11.952,128576.582,119026.301,9550.281,7.428,2047.996,0.000,0.000,3.570,2.110,1.800,219.843,1.327,0.001,0.022,2292.5,5500.0,52.0
86,2026-05-02T15:45:55.497,44.160,,7.135,128576.582,119051.496,9525.086,7.408,2047.996,0.000,0.000,3.570,2.110,1.800,196.213,0.000,0.000,0.017,2070.4,5322.4,44.0
87,2026-05-02T15:45:55.997,44.660,,9.283,128576.582,119041.234,9535.348,7.416,2047.996,0.000,0.000,3.610,2.140,1.810,204.758,0.000,0.001,0.017,2258.7,5500.0,53.0
88,2026-05-02T15:45:56.498,45.162,,9.317,128576.582,119068.656,9507.926,7.395,2047.996,0.000,0.000,3.610,2.140,1.810,199.507,0.000,0.000,0.015,1976.5,5467.3,53.0
89,2026-05-02T15:45:56.999,45.662,,11.391,128576.582,119037.508,9539.074,7.419,2047.996,0.000,0.000,3.610,2.140,1.810,201.457,0.000,0.000,0.000,2826.3,5500.0,53.0
90,2026-05-02T15:45:57.499,46.162,,10.380,128576.582,119023.590,9552.992,7.430,2047.996,0.000,0.000,3.610,2.140,1.810,208.746,0.289,0.001,0.043,2907.3,5537.9,50.0
91,2026-05-02T15:45:58.049,46.712,,7.204,128576.582,119041.191,9535.391,7.416,2047.996,0.000,0.000,3.610,2.140,1.810,217.906,0.000,0.001,0.032,2280.3,5500.0,50.0
92,2026-05-02T15:45:58.596,47.259,,7.463,128576.582,118999.387,9577.195,7.449,2047.996,0.000,0.000,3.610,2.140,1.810,203.301,0.029,0.000,0.027,4497.4,5301.9,52.0
93,2026-05-02T15:45:59.101,47.764,,7.970,128576.582,119029.457,9547.125,7.425,2047.996,0.000,0.000,3.610,2.140,1.810,205.561,0.132,0.001,0.028,3170.3,5500.0,43.0
94,2026-05-02T15:45:59.648,48.312,,8.658,128576.582,119039.043,9537.539,7.418,2047.996,0.000,0.000,3.610,2.140,1.810,200.839,0.000,0.000,0.014,2577.2,5461.7,50.0
95,2026-05-02T15:46:00.150,48.813,,9.806,128576.582,119051.957,9524.625,7.408,2047.996,0.000,0.000,3.610,2.140,1.810,199.271,1.347,0.001,0.014,2111.6,5500.0,57.0
96,2026-05-02T15:46:00.699,49.363,,10.939,128576.582,119036.570,9540.012,7.420,2047.996,0.000,0.000,3.610,2.140,1.810,200.270,0.000,0.001,0.024,2420.3,5482.0,50.0
97,2026-05-02T15:46:01.214,49.877,,11.350,128576.582,119031.645,9544.938,7.424,2047.996,0.000,0.000,3.560,2.150,1.810,194.498,0.000,0.001,0.001,2457.1,5526.1,61.0
98,2026-05-02T15:46:01.749,50.412,,13.302,128576.582,119059.289,9517.293,7.402,2047.996,0.000,0.000,3.560,2.150,1.810,197.061,0.000,0.000,0.022,2832.0,5534.6,43.0
99,2026-05-02T15:46:02.249,50.912,,9.968,128576.582,119034.586,9541.996,7.421,2047.996,0.000,0.000,3.560,2.150,1.810,208.947,0.172,0.001,0.023,2283.3,5500.0,51.0
100,2026-05-02T15:46:02.799,51.462,,9.633,128576.582,119029.039,9547.543,7.426,2047.996,0.000,0.000,3.560,2.150,1.810,182.404,0.000,0.000,0.020,2972.7,5500.0,45.0
101,2026-05-02T15:46:03.303,51.966,,13.433,128576.582,119031.566,9545.016,7.424,2047.996,0.000,0.000,3.560,2.150,1.810,232.072,0.000,0.000,0.022,2775.5,5394.3,59.0
102,2026-05-02T15:46:03.806,52.469,,14.794,128576.582,119033.152,9543.430,7.422,2047.996,0.000,0.000,3.560,2.150,1.810,206.840,0.132,0.001,0.022,3037.6,5500.0,59.0
103,2026-05-02T15:46:04.351,53.015,,14.015,128576.582,119038.531,9538.051,7.418,2047.996,0.000,0.000,3.560,2.150,1.810,199.281,0.000,0.000,0.020,2872.2,5505.1,51.0
104,2026-05-02T15:46:04.855,53.518,,13.682,128576.582,119027.633,9548.949,7.427,2047.996,0.000,0.000,3.560,2.150,1.810,231.893,0.000,0.000,0.022,2789.0,5514.6,46.0
105,2026-05-02T15:46:05.402,54.065,,16.935,128576.582,119032.977,9543.605,7.423,2047.996,0.000,0.000,3.560,2.150,1.810,207.067,0.000,0.000,0.000,3008.5,5500.0,46.0
106,2026-05-02T15:46:05.936,54.599,,20.188,128576.582,119030.566,9546.016,7.424,2047.996,0.000,0.000,3.350,2.130,1.810,213.408,0.000,0.001,0.021,3029.9,5495.4,61.0
107,2026-05-02T15:46:06.448,55.111,,24.877,128576.582,119032.191,9544.391,7.423,2047.996,0.000,0.000,3.350,2.130,1.810,205.582,0.000,0.000,0.021,2766.6,5500.0,61.0
108,2026-05-02T15:46:06.953,55.616,,12.841,128576.582,119034.422,9542.160,7.421,2047.996,0.000,0.000,3.350,2.130,1.810,199.351,1.337,0.001,0.023,1585.9,5500.0,44.0
109,2026-05-02T15:46:07.502,56.166,,21.104,128576.582,119044.855,9531.727,7.413,2047.996,0.000,0.000,3.350,2.130,1.810,218.506,0.149,0.000,0.020,1540.4,5291.8,50.0
110,2026-05-02T15:46:08.044,56.707,,17.101,128576.582,119043.188,9533.395,7.415,2047.996,0.000,0.000,3.350,2.130,1.810,200.792,0.000,0.001,0.021,2964.0,5541.4,50.0
111,2026-05-02T15:46:08.551,57.214,,14.722,128576.582,119042.035,9534.547,7.415,2047.996,0.000,0.000,3.350,2.130,1.810,179.996,0.000,0.000,0.023,2230.0,5334.2,56.0
112,2026-05-02T15:46:09.101,57.764,,14.261,128576.582,119027.824,9548.758,7.427,2047.996,0.000,0.000,3.350,2.130,1.810,189.493,0.114,0.000,0.020,2317.6,5465.2,56.0
113,2026-05-02T15:46:09.606,58.269,,17.909,128576.582,119037.316,9539.266,7.419,2047.996,0.000,0.000,3.350,2.130,1.810,210.663,0.000,0.000,0.000,2049.9,5553.4,51.0
114,2026-05-02T15:46:10.153,58.816,,21.575,128576.582,118998.926,9577.656,7.449,2047.996,0.000,0.000,3.350,2.130,1.810,183.569,0.000,0.000,0.020,2672.9,5500.0,54.0
115,2026-05-02T15:46:10.656,59.319,,14.339,128576.582,119015.035,9561.547,7.436,2047.996,0.000,0.000,3.350,2.130,1.810,232.111,0.000,0.000,0.022,2129.9,5500.0,58.0
116,2026-05-02T15:46:11.206,59.869,,16.743,128576.582,119066.199,9510.383,7.397,2047.996,0.000,0.000,3.250,2.130,1.810,204.205,2.338,0.001,0.020,1933.4,5500.0,47.0
117,2026-05-02T15:46:11.753,60.416,,12.536,128576.582,119029.809,9546.773,7.425,2047.996,0.000,0.000,3.250,2.130,1.810,219.400,0.057,0.001,0.021,2891.7,5500.0,60.0
118,2026-05-02T15:46:12.254,60.918,,13.639,128576.582,119005.715,9570.867,7.444,2047.996,0.000,0.000,3.250,2.130,1.810,219.250,0.000,0.001,0.022,2674.0,5500.0,62.0
119,2026-05-02T15:46:12.754,61.418,,15.283,128576.582,119007.668,9568.914,7.442,2047.996,0.000,0.000,3.250,2.130,1.810,219.931,0.336,0.001,0.022,2806.8,5413.6,54.0
120,2026-05-02T15:46:13.270,61.934,,23.929,128576.582,118994.246,9582.336,7.453,2047.996,0.000,0.000,3.250,2.130,1.810,237.466,0.000,0.000,0.021,4649.8,5200.1,63.0
121,2026-05-02T15:46:13.813,62.477,,23.843,128576.582,119015.074,9561.508,7.436,2047.996,0.000,0.000,3.250,2.130,1.810,223.263,0.000,0.001,0.000,3185.5,5500.0,65.0
122,2026-05-02T15:46:14.358,63.021,,18.239,128576.582,119030.367,9546.215,7.425,2047.996,0.000,0.000,3.250,2.130,1.810,231.789,0.122,0.000,0.020,2332.1,5531.4,60.0
123,2026-05-02T15:46:14.859,63.522,,17.713,128576.582,119018.461,9558.121,7.434,2047.996,0.000,0.000,3.250,2.130,1.810,239.575,0.000,0.000,0.022,2870.0,5500.0,58.0
124,2026-05-02T15:46:15.407,64.070,,14.261,128576.582,118993.625,9582.957,7.453,2047.996,0.000,0.000,3.250,2.130,1.810,236.429,0.000,0.000,0.021,2641.8,5409.3,50.0
125,2026-05-02T15:46:15.910,64.573,,17.783,128576.582,118988.367,9588.215,7.457,2047.996,0.000,0.000,3.230,2.140,1.820,239.356,0.000,0.001,0.023,2057.0,5500.0,47.0
126,2026-05-02T15:46:16.454,65.117,,11.581,128576.582,118973.277,9603.305,7.469,2047.996,0.000,0.000,3.230,2.140,1.820,229.394,0.115,0.000,0.022,2500.1,5500.0,53.0
127,2026-05-02T15:46:16.954,65.618,,12.841,128576.582,118996.379,9580.203,7.451,2047.996,0.000,0.000,3.230,2.140,1.820,249.298,0.000,0.001,0.022,2308.8,5500.0,61.0
128,2026-05-02T15:46:17.504,66.167,,11.036,128576.582,119008.672,9567.910,7.441,2047.996,0.000,0.000,3.230,2.140,1.820,250.150,0.000,0.000,0.020,3035.3,5500.0,55.0
129,2026-05-02T15:46:18.007,66.670,,11.146,128576.582,119000.172,9576.410,7.448,2047.996,0.000,0.000,3.230,2.140,1.820,235.315,0.000,0.000,0.001,3005.5,5480.2,60.0
130,2026-05-02T15:46:18.511,67.174,,11.853,128576.582,118958.918,9617.664,7.480,2047.996,0.000,0.000,3.230,2.140,1.820,266.376,0.000,0.000,0.021,3356.2,5500.0,61.0
131,2026-05-02T15:46:19.059,67.722,,12.095,128576.582,119006.359,9570.223,7.443,2047.996,0.000,0.000,3.230,2.140,1.820,274.351,1.182,0.001,0.021,2651.5,5471.9,48.0
132,2026-05-02T15:46:19.604,68.267,,11.587,128576.582,118978.441,9598.141,7.465,2047.996,0.000,0.000,3.230,2.140,1.820,256.798,0.136,0.000,0.020,2943.3,5500.1,60.0
133,2026-05-02T15:46:20.105,68.768,,10.843,128576.582,119006.305,9570.277,7.443,2047.996,0.000,0.000,3.230,2.140,1.820,264.819,0.000,0.001,0.022,2257.3,5500.0,56.0
134,2026-05-02T15:46:20.609,69.272,,10.131,128576.582,119010.445,9566.137,7.440,2047.996,0.000,0.000,3.230,2.140,1.820,262.207,0.000,0.001,0.023,2414.4,5500.0,50.0
135,2026-05-02T15:46:21.155,69.819,,11.536,128576.582,118951.770,9624.812,7.486,2047.996,0.000,0.000,3.210,2.160,1.820,265.793,0.000,0.001,0.020,2568.7,5500.0,60.0
136,2026-05-02T15:46:21.659,70.322,,11.014,128576.582,119009.953,9566.629,7.440,2047.996,0.000,0.000,3.210,2.160,1.820,258.036,0.155,0.000,0.000,2753.0,5500.0,64.0
137,2026-05-02T15:46:22.208,70.871,,10.526,128576.582,119029.648,9546.934,7.425,2047.996,0.000,0.000,3.210,2.160,1.820,255.093,0.114,0.000,0.020,2507.4,5500.0,50.0
138,2026-05-02T15:46:22.753,71.416,,12.840,128576.582,118990.152,9586.430,7.456,2047.996,0.000,0.000,3.210,2.160,1.820,250.936,0.014,0.000,0.020,2474.5,5340.7,61.0
