sample_index,wall_time_iso,elapsed_s,ros_time_s,core,cpu_percent
356,2026-05-02T15:48:16.262,184.925,,cpu22,16.000
356,2026-05-02T15:48:16.262,184.925,,cpu23,14.286
356,2026-05-02T15:48:16.262,184.925,,cpu24,14.000
356,2026-05-02T15:48:16.262,184.925,,cpu25,12.000
356,2026-05-02T15:48:16.262,184.925,,cpu26,12.000
356,2026-05-02T15:48:16.262,184.925,,cpu27,15.686
356,2026-05-02T15:48:16.262,184.925,,cpu28,12.000
356,2026-05-02T15:48:16.262,184.925,,cpu29,16.000
356,2026-05-02T15:48:16.262,184.925,,cpu30,10.204
356,2026-05-02T15:48:16.262,184.925,,cpu31,10.204
357,2026-05-02T15:48:16.805,185.468,,cpu0,18.519
357,2026-05-02T15:48:16.805,185.468,,cpu1,20.370
357,2026-05-02T15:48:16.805,185.468,,cpu2,20.000
357,2026-05-02T15:48:16.805,185.468,,cpu3,17.857
357,2026-05-02T15:48:16.805,185.468,,cpu4,21.429
357,2026-05-02T15:48:16.805,185.468,,cpu5,16.364
357,2026-05-02T15:48:16.805,185.468,,cpu6,20.000
357,2026-05-02T15:48:16.805,185.468,,cpu7,18.182
357,2026-05-02T15:48:16.805,185.468,,cpu8,25.455
357,2026-05-02T15:48:16.805,185.468,,cpu9,18.182
357,2026-05-02T15:48:16.805,185.468,,cpu10,23.636
357,2026-05-02T15:48:16.805,185.468,,cpu11,16.667
357,2026-05-02T15:48:16.805,185.468,,cpu12,21.429
357,2026-05-02T15:48:16.805,185.468,,cpu13,23.636
357,2026-05-02T15:48:16.805,185.468,,cpu14,21.818
357,2026-05-02T15:48:16.805,185.468,,cpu15,17.857
357,2026-05-02T15:48:16.805,185.468,,cpu16,20.000
357,2026-05-02T15:48:16.805,185.468,,cpu17,18.519
357,2026-05-02T15:48:16.805,185.468,,cpu18,16.667
357,2026-05-02T15:48:16.805,185.468,,cpu19,19.643
357,2026-05-02T15:48:16.805,185.468,,cpu20,21.818
357,2026-05-02T15:48:16.805,185.468,,cpu21,18.182
357,2026-05-02T15:48:16.805,185.468,,cpu22,20.000
357,2026-05-02T15:48:16.805,185.468,,cpu23,19.643
357,2026-05-02T15:48:16.805,185.468,,cpu24,18.182
357,2026-05-02T15:48:16.805,185.468,,cpu25,18.182
357,2026-05-02T15:48:16.805,185.468,,cpu26,17.857
357,2026-05-02T15:48:16.805,185.468,,cpu27,16.667
357,2026-05-02T15:48:16.805,185.468,,cpu28,16.667
357,2026-05-02T15:48:16.805,185.468,,cpu29,20.000
357,2026-05-02T15:48:16.805,185.468,,cpu30,17.857
357,2026-05-02T15:48:16.805,185.468,,cpu31,17.857
358,2026-05-02T15:48:17.308,185.972,,cpu0,16.000
358,2026-05-02T15:48:17.308,185.972,,cpu1,21.569
358,2026-05-02T15:48:17.308,185.972,,cpu2,15.686
358,2026-05-02T15:48:17.308,185.972,,cpu3,12.245
358,2026-05-02T15:48:17.308,185.972,,cpu4,18.000
358,2026-05-02T15:48:17.308,185.972,,cpu5,14.000
358,2026-05-02T15:48:17.308,185.972,,cpu6,17.647
358,2026-05-02T15:48:17.308,185.972,,cpu7,15.686
358,2026-05-02T15:48:17.308,185.972,,cpu8,20.408
358,2026-05-02T15:48:17.308,185.972,,cpu9,15.686
358,2026-05-02T15:48:17.308,185.972,,cpu10,34.000
358,2026-05-02T15:48:17.308,185.972,,cpu11,17.308
358,2026-05-02T15:48:17.308,185.972,,cpu12,20.755
358,2026-05-02T15:48:17.308,185.972,,cpu13,18.000
358,2026-05-02T15:48:17.308,185.972,,cpu14,16.000
358,2026-05-02T15:48:17.308,185.972,,cpu15,14.000
358,2026-05-02T15:48:17.308,185.972,,cpu16,19.231
358,2026-05-02T15:48:17.308,185.972,,cpu17,16.000
358,2026-05-02T15:48:17.308,185.972,,cpu18,19.608
358,2026-05-02T15:48:17.308,185.972,,cpu19,14.000
358,2026-05-02T15:48:17.308,185.972,,cpu20,16.000
358,2026-05-02T15:48:17.308,185.972,,cpu21,17.647
358,2026-05-02T15:48:17.308,185.972,,cpu22,15.686
358,2026-05-02T15:48:17.308,185.972,,cpu23,13.725
358,2026-05-02T15:48:17.308,185.972,,cpu24,13.462
358,2026-05-02T15:48:17.308,185.972,,cpu25,17.308
358,2026-05-02T15:48:17.308,185.972,,cpu26,12.000
358,2026-05-02T15:48:17.308,185.972,,cpu27,14.000
358,2026-05-02T15:48:17.308,185.972,,cpu28,13.725
358,2026-05-02T15:48:17.308,185.972,,cpu29,14.000
358,2026-05-02T15:48:17.308,185.972,,cpu30,13.725
358,2026-05-02T15:48:17.308,185.972,,cpu31,14.000
359,2026-05-02T15:48:17.814,186.477,,cpu0,15.686
359,2026-05-02T15:48:17.814,186.477,,cpu1,20.000
359,2026-05-02T15:48:17.814,186.477,,cpu2,17.647
359,2026-05-02T15:48:17.814,186.477,,cpu3,15.385
359,2026-05-02T15:48:17.814,186.477,,cpu4,18.000
359,2026-05-02T15:48:17.814,186.477,,cpu5,17.647
359,2026-05-02T15:48:17.814,186.477,,cpu6,17.647
359,2026-05-02T15:48:17.814,186.477,,cpu7,17.647
359,2026-05-02T15:48:17.814,186.477,,cpu8,20.408
359,2026-05-02T15:48:17.814,186.477,,cpu9,24.000
359,2026-05-02T15:48:17.814,186.477,,cpu10,19.608
359,2026-05-02T15:48:17.814,186.477,,cpu11,15.686
359,2026-05-02T15:48:17.814,186.477,,cpu12,18.367
359,2026-05-02T15:48:17.814,186.477,,cpu13,17.647
359,2026-05-02T15:48:17.814,186.477,,cpu14,17.647
359,2026-05-02T15:48:17.814,186.477,,cpu15,15.686
359,2026-05-02T15:48:17.814,186.477,,cpu16,15.686
359,2026-05-02T15:48:17.814,186.477,,cpu17,17.647
359,2026-05-02T15:48:17.814,186.477,,cpu18,15.686
359,2026-05-02T15:48:17.814,186.477,,cpu19,19.608
359,2026-05-02T15:48:17.814,186.477,,cpu20,13.725
359,2026-05-02T15:48:17.814,186.477,,cpu21,14.000
359,2026-05-02T15:48:17.814,186.477,,cpu22,21.569
359,2026-05-02T15:48:17.814,186.477,,cpu23,18.000
359,2026-05-02T15:48:17.814,186.477,,cpu24,12.245
359,2026-05-02T15:48:17.814,186.477,,cpu25,12.000
359,2026-05-02T15:48:17.814,186.477,,cpu26,13.725
359,2026-05-02T15:48:17.814,186.477,,cpu27,16.000
359,2026-05-02T15:48:17.814,186.477,,cpu28,13.725
359,2026-05-02T15:48:17.814,186.477,,cpu29,18.367
359,2026-05-02T15:48:17.814,186.477,,cpu30,14.000
359,2026-05-02T15:48:17.814,186.477,,cpu31,15.385
360,2026-05-02T15:48:18.361,187.024,,cpu0,13.208
360,2026-05-02T15:48:18.361,187.024,,cpu1,14.545
360,2026-05-02T15:48:18.361,187.024,,cpu2,18.519
360,2026-05-02T15:48:18.361,187.024,,cpu3,12.963
360,2026-05-02T15:48:18.361,187.024,,cpu4,14.815
360,2026-05-02T15:48:18.361,187.024,,cpu5,16.071
360,2026-05-02T15:48:18.361,187.024,,cpu6,14.815
360,2026-05-02T15:48:18.361,187.024,,cpu7,14.545
360,2026-05-02T15:48:18.361,187.024,,cpu8,18.519
360,2026-05-02T15:48:18.361,187.024,,cpu9,20.000
360,2026-05-02T15:48:18.361,187.024,,cpu10,23.636
360,2026-05-02T15:48:18.361,187.024,,cpu11,16.667
360,2026-05-02T15:48:18.361,187.024,,cpu12,21.429
360,2026-05-02T15:48:18.361,187.024,,cpu13,20.370
360,2026-05-02T15:48:18.361,187.024,,cpu14,14.815
360,2026-05-02T15:48:18.361,187.024,,cpu15,12.963
360,2026-05-02T15:48:18.361,187.024,,cpu16,14.815
360,2026-05-02T15:48:18.361,187.024,,cpu17,16.981
360,2026-05-02T15:48:18.361,187.024,,cpu18,13.208
360,2026-05-02T15:48:18.361,187.024,,cpu19,13.208
360,2026-05-02T15:48:18.361,187.024,,cpu20,12.963
360,2026-05-02T15:48:18.361,187.024,,cpu21,17.857
360,2026-05-02T15:48:18.361,187.024,,cpu22,12.963
360,2026-05-02T15:48:18.361,187.024,,cpu23,14.545
360,2026-05-02T15:48:18.361,187.024,,cpu24,16.364
360,2026-05-02T15:48:18.361,187.024,,cpu25,14.286
360,2026-05-02T15:48:18.361,187.024,,cpu26,12.963
360,2026-05-02T15:48:18.361,187.024,,cpu27,14.545
360,2026-05-02T15:48:18.361,187.024,,cpu28,12.963
360,2026-05-02T15:48:18.361,187.024,,cpu29,16.364
360,2026-05-02T15:48:18.361,187.024,,cpu30,12.963
360,2026-05-02T15:48:18.361,187.024,,cpu31,12.963
361,2026-05-02T15:48:18.864,187.527,,cpu0,14.000
361,2026-05-02T15:48:18.864,187.527,,cpu1,16.000
361,2026-05-02T15:48:18.864,187.527,,cpu2,15.686
361,2026-05-02T15:48:18.864,187.527,,cpu3,17.647
361,2026-05-02T15:48:18.864,187.527,,cpu4,15.686
361,2026-05-02T15:48:18.864,187.527,,cpu5,12.245
361,2026-05-02T15:48:18.864,187.527,,cpu6,19.608
361,2026-05-02T15:48:18.864,187.527,,cpu7,16.000
361,2026-05-02T15:48:18.864,187.527,,cpu8,28.000
361,2026-05-02T15:48:18.864,187.527,,cpu9,21.154
361,2026-05-02T15:48:18.864,187.527,,cpu10,30.000
361,2026-05-02T15:48:18.864,187.527,,cpu11,21.569
361,2026-05-02T15:48:18.864,187.527,,cpu12,18.000
361,2026-05-02T15:48:18.864,187.527,,cpu13,18.000
361,2026-05-02T15:48:18.864,187.527,,cpu14,21.569
361,2026-05-02T15:48:18.864,187.527,,cpu15,15.385
361,2026-05-02T15:48:18.864,187.527,,cpu16,14.583
361,2026-05-02T15:48:18.864,187.527,,cpu17,17.647
361,2026-05-02T15:48:18.864,187.527,,cpu18,15.686
361,2026-05-02T15:48:18.864,187.527,,cpu19,16.000
361,2026-05-02T15:48:18.864,187.527,,cpu20,17.647
361,2026-05-02T15:48:18.864,187.527,,cpu21,16.327
361,2026-05-02T15:48:18.864,187.527,,cpu22,19.608
361,2026-05-02T15:48:18.864,187.527,,cpu23,15.686
361,2026-05-02T15:48:18.864,187.527,,cpu24,12.000
361,2026-05-02T15:48:18.864,187.527,,cpu25,14.286
361,2026-05-02T15:48:18.864,187.527,,cpu26,17.647
361,2026-05-02T15:48:18.864,187.527,,cpu27,14.000
361,2026-05-02T15:48:18.864,187.527,,cpu28,12.245
361,2026-05-02T15:48:18.864,187.527,,cpu29,14.583
361,2026-05-02T15:48:18.864,187.527,,cpu30,17.647
361,2026-05-02T15:48:18.864,187.527,,cpu31,14.000
362,2026-05-02T15:48:19.411,188.075,,cpu0,16.667
362,2026-05-02T15:48:19.411,188.075,,cpu1,18.519
362,2026-05-02T15:48:19.411,188.075,,cpu2,20.000
362,2026-05-02T15:48:19.411,188.075,,cpu3,14.815
362,2026-05-02T15:48:19.411,188.075,,cpu4,18.868
362,2026-05-02T15:48:19.411,188.075,,cpu5,16.364
362,2026-05-02T15:48:19.411,188.075,,cpu6,16.981
362,2026-05-02T15:48:19.411,188.075,,cpu7,18.182
362,2026-05-02T15:48:19.411,188.075,,cpu8,27.273
362,2026-05-02T15:48:19.411,188.075,,cpu9,18.519
362,2026-05-02T15:48:19.411,188.075,,cpu10,24.074
362,2026-05-02T15:48:19.411,188.075,,cpu11,25.926
362,2026-05-02T15:48:19.411,188.075,,cpu12,18.519
362,2026-05-02T15:48:19.411,188.075,,cpu13,22.222
362,2026-05-02T15:48:19.411,188.075,,cpu14,16.667
362,2026-05-02T15:48:19.411,188.075,,cpu15,16.364
362,2026-05-02T15:48:19.411,188.075,,cpu16,17.857
362,2026-05-02T15:48:19.411,188.075,,cpu17,20.000
362,2026-05-02T15:48:19.411,188.075,,cpu18,20.755
362,2026-05-02T15:48:19.411,188.075,,cpu19,16.981
362,2026-05-02T15:48:19.411,188.075,,cpu20,16.667
362,2026-05-02T15:48:19.411,188.075,,cpu21,14.815
362,2026-05-02T15:48:19.411,188.075,,cpu22,14.815
362,2026-05-02T15:48:19.411,188.075,,cpu23,14.815
362,2026-05-02T15:48:19.411,188.075,,cpu24,16.667
362,2026-05-02T15:48:19.411,188.075,,cpu25,16.667
362,2026-05-02T15:48:19.411,188.075,,cpu26,16.667
362,2026-05-02T15:48:19.411,188.075,,cpu27,14.815
362,2026-05-02T15:48:19.411,188.075,,cpu28,16.364
362,2026-05-02T15:48:19.411,188.075,,cpu29,18.182
362,2026-05-02T15:48:19.411,188.075,,cpu30,14.815
362,2026-05-02T15:48:19.411,188.075,,cpu31,16.364
363,2026-05-02T15:48:19.957,188.620,,cpu0,15.094
363,2026-05-02T15:48:19.957,188.620,,cpu1,13.208
363,2026-05-02T15:48:19.957,188.620,,cpu2,13.462
363,2026-05-02T15:48:19.957,188.620,,cpu3,11.111
363,2026-05-02T15:48:19.957,188.620,,cpu4,18.519
363,2026-05-02T15:48:19.957,188.620,,cpu5,11.321
363,2026-05-02T15:48:19.957,188.620,,cpu6,20.370
363,2026-05-02T15:48:19.957,188.620,,cpu7,12.963
363,2026-05-02T15:48:19.957,188.620,,cpu8,16.981
363,2026-05-02T15:48:19.957,188.620,,cpu9,16.667
363,2026-05-02T15:48:19.957,188.620,,cpu10,14.815
363,2026-05-02T15:48:19.957,188.620,,cpu11,18.519
363,2026-05-02T15:48:19.957,188.620,,cpu12,11.321
363,2026-05-02T15:48:19.957,188.620,,cpu13,13.208
363,2026-05-02T15:48:19.957,188.620,,cpu14,14.545
363,2026-05-02T15:48:19.957,188.620,,cpu15,11.111
363,2026-05-02T15:48:19.957,188.620,,cpu16,14.815
363,2026-05-02T15:48:19.957,188.620,,cpu17,13.208
363,2026-05-02T15:48:19.957,188.620,,cpu18,14.815
363,2026-05-02T15:48:19.957,188.620,,cpu19,14.815
363,2026-05-02T15:48:19.957,188.620,,cpu20,12.963
363,2026-05-02T15:48:19.957,188.620,,cpu21,12.963
363,2026-05-02T15:48:19.957,188.620,,cpu22,9.615
363,2026-05-02T15:48:19.957,188.620,,cpu23,12.963
363,2026-05-02T15:48:19.957,188.620,,cpu24,11.111
363,2026-05-02T15:48:19.957,188.620,,cpu25,15.094
363,2026-05-02T15:48:19.957,188.620,,cpu26,9.434
363,2026-05-02T15:48:19.957,188.620,,cpu27,11.321
363,2026-05-02T15:48:19.957,188.620,,cpu28,11.111
363,2026-05-02T15:48:19.957,188.620,,cpu29,11.538
363,2026-05-02T15:48:19.957,188.620,,cpu30,16.667
363,2026-05-02T15:48:19.957,188.620,,cpu31,11.321
364,2026-05-02T15:48:20.502,189.166,,cpu0,14.815
364,2026-05-02T15:48:20.502,189.166,,cpu1,9.091
364,2026-05-02T15:48:20.502,189.166,,cpu2,11.321
364,2026-05-02T15:48:20.502,189.166,,cpu3,10.714
364,2026-05-02T15:48:20.502,189.166,,cpu4,12.727
364,2026-05-02T15:48:20.502,189.166,,cpu5,9.091
364,2026-05-02T15:48:20.502,189.166,,cpu6,14.286
364,2026-05-02T15:48:20.502,189.166,,cpu7,11.111
364,2026-05-02T15:48:20.502,189.166,,cpu8,12.727
364,2026-05-02T15:48:20.502,189.166,,cpu9,12.963
364,2026-05-02T15:48:20.502,189.166,,cpu10,14.545
364,2026-05-02T15:48:20.502,189.166,,cpu11,20.755
364,2026-05-02T15:48:20.502,189.166,,cpu12,12.963
364,2026-05-02T15:48:20.502,189.166,,cpu13,12.727
364,2026-05-02T15:48:20.502,189.166,,cpu14,12.963
364,2026-05-02T15:48:20.502,189.166,,cpu15,11.111
364,2026-05-02T15:48:20.502,189.166,,cpu16,11.111
364,2026-05-02T15:48:20.502,189.166,,cpu17,12.727
364,2026-05-02T15:48:20.502,189.166,,cpu18,10.909
364,2026-05-02T15:48:20.502,189.166,,cpu19,7.407
364,2026-05-02T15:48:20.502,189.166,,cpu20,11.111
364,2026-05-02T15:48:20.502,189.166,,cpu21,14.286
364,2026-05-02T15:48:20.502,189.166,,cpu22,12.281
364,2026-05-02T15:48:20.502,189.166,,cpu23,10.909
364,2026-05-02T15:48:20.502,189.166,,cpu24,9.091
364,2026-05-02T15:48:20.502,189.166,,cpu25,10.714
364,2026-05-02T15:48:20.502,189.166,,cpu26,9.091
364,2026-05-02T15:48:20.502,189.166,,cpu27,10.909
364,2026-05-02T15:48:20.502,189.166,,cpu28,9.091
364,2026-05-02T15:48:20.502,189.166,,cpu29,12.727
364,2026-05-02T15:48:20.502,189.166,,cpu30,10.909
364,2026-05-02T15:48:20.502,189.166,,cpu31,10.909
365,2026-05-02T15:48:21.048,189.711,,cpu0,11.111
365,2026-05-02T15:48:21.048,189.711,,cpu1,12.963
365,2026-05-02T15:48:21.048,189.711,,cpu2,12.500
365,2026-05-02T15:48:21.048,189.711,,cpu3,10.909
365,2026-05-02T15:48:21.048,189.711,,cpu4,14.286
365,2026-05-02T15:48:21.048,189.711,,cpu5,11.111
365,2026-05-02T15:48:21.048,189.711,,cpu6,14.815
365,2026-05-02T15:48:21.048,189.711,,cpu7,12.727
365,2026-05-02T15:48:21.048,189.711,,cpu8,14.545
365,2026-05-02T15:48:21.048,189.711,,cpu9,16.364
365,2026-05-02T15:48:21.048,189.711,,cpu10,16.981
365,2026-05-02T15:48:21.048,189.711,,cpu11,18.182
365,2026-05-02T15:48:21.048,189.711,,cpu12,16.667
365,2026-05-02T15:48:21.048,189.711,,cpu13,14.545
365,2026-05-02T15:48:21.048,189.711,,cpu14,12.727
365,2026-05-02T15:48:21.048,189.711,,cpu15,10.909
365,2026-05-02T15:48:21.048,189.711,,cpu16,11.111
365,2026-05-02T15:48:21.048,189.711,,cpu17,9.434
365,2026-05-02T15:48:21.048,189.711,,cpu18,9.259
365,2026-05-02T15:48:21.048,189.711,,cpu19,10.909
365,2026-05-02T15:48:21.048,189.711,,cpu20,9.434
365,2026-05-02T15:48:21.048,189.711,,cpu21,12.963
365,2026-05-02T15:48:21.048,189.711,,cpu22,11.321
365,2026-05-02T15:48:21.048,189.711,,cpu23,10.909
365,2026-05-02T15:48:21.048,189.711,,cpu24,9.259
365,2026-05-02T15:48:21.048,189.711,,cpu25,7.547
365,2026-05-02T15:48:21.048,189.711,,cpu26,9.091
365,2026-05-02T15:48:21.048,189.711,,cpu27,9.259
365,2026-05-02T15:48:21.048,189.711,,cpu28,11.111
365,2026-05-02T15:48:21.048,189.711,,cpu29,9.434
365,2026-05-02T15:48:21.048,189.711,,cpu30,9.259
365,2026-05-02T15:48:21.048,189.711,,cpu31,10.909
366,2026-05-02T15:48:21.551,190.214,,cpu0,12.245
366,2026-05-02T15:48:21.551,190.214,,cpu1,10.000
366,2026-05-02T15:48:21.551,190.214,,cpu2,9.804
366,2026-05-02T15:48:21.551,190.214,,cpu3,10.000
366,2026-05-02T15:48:21.551,190.214,,cpu4,12.000
366,2026-05-02T15:48:21.551,190.214,,cpu5,9.804
366,2026-05-02T15:48:21.551,190.214,,cpu6,13.725
366,2026-05-02T15:48:21.551,190.214,,cpu7,9.804
366,2026-05-02T15:48:21.551,190.214,,cpu8,14.000
366,2026-05-02T15:48:21.551,190.214,,cpu9,13.725
366,2026-05-02T15:48:21.551,190.214,,cpu10,15.686
366,2026-05-02T15:48:21.551,190.214,,cpu11,17.647
366,2026-05-02T15:48:21.551,190.214,,cpu12,14.000
366,2026-05-02T15:48:21.551,190.214,,cpu13,10.204
366,2026-05-02T15:48:21.551,190.214,,cpu14,13.725
366,2026-05-02T15:48:21.551,190.214,,cpu15,8.000
366,2026-05-02T15:48:21.551,190.214,,cpu16,15.385
366,2026-05-02T15:48:21.551,190.214,,cpu17,13.725
366,2026-05-02T15:48:21.551,190.214,,cpu18,11.765
366,2026-05-02T15:48:21.551,190.214,,cpu19,12.000
366,2026-05-02T15:48:21.551,190.214,,cpu20,10.000
366,2026-05-02T15:48:21.551,190.214,,cpu21,9.804
366,2026-05-02T15:48:21.551,190.214,,cpu22,7.843
366,2026-05-02T15:48:21.551,190.214,,cpu23,8.000
366,2026-05-02T15:48:21.551,190.214,,cpu24,9.804
366,2026-05-02T15:48:21.551,190.214,,cpu25,9.804
366,2026-05-02T15:48:21.551,190.214,,cpu26,11.765
366,2026-05-02T15:48:21.551,190.214,,cpu27,9.615
366,2026-05-02T15:48:21.551,190.214,,cpu28,8.000
366,2026-05-02T15:48:21.551,190.214,,cpu29,13.725
366,2026-05-02T15:48:21.551,190.214,,cpu30,9.804
366,2026-05-02T15:48:21.551,190.214,,cpu31,8.000
367,2026-05-02T15:48:22.099,190.762,,cpu0,14.815
367,2026-05-02T15:48:22.099,190.762,,cpu1,14.545
367,2026-05-02T15:48:22.099,190.762,,cpu2,14.815
367,2026-05-02T15:48:22.099,190.762,,cpu3,12.500
367,2026-05-02T15:48:22.099,190.762,,cpu4,12.963
367,2026-05-02T15:48:22.099,190.762,,cpu5,14.545
367,2026-05-02T15:48:22.099,190.762,,cpu6,16.364
367,2026-05-02T15:48:22.099,190.762,,cpu7,12.963
367,2026-05-02T15:48:22.099,190.762,,cpu8,16.071
367,2026-05-02T15:48:22.099,190.762,,cpu9,14.545
367,2026-05-02T15:48:22.099,190.762,,cpu10,14.545
367,2026-05-02T15:48:22.099,190.762,,cpu11,16.364
367,2026-05-02T15:48:22.099,190.762,,cpu12,14.286
367,2026-05-02T15:48:22.099,190.762,,cpu13,14.545
367,2026-05-02T15:48:22.099,190.762,,cpu14,12.963
367,2026-05-02T15:48:22.099,190.762,,cpu15,12.727
367,2026-05-02T15:48:22.099,190.762,,cpu16,18.182
367,2026-05-02T15:48:22.099,190.762,,cpu17,14.815
367,2026-05-02T15:48:22.099,190.762,,cpu18,14.545
367,2026-05-02T15:48:22.099,190.762,,cpu19,14.286
367,2026-05-02T15:48:22.099,190.762,,cpu20,12.500
367,2026-05-02T15:48:22.099,190.762,,cpu21,12.963
367,2026-05-02T15:48:22.099,190.762,,cpu22,14.286
367,2026-05-02T15:48:22.099,190.762,,cpu23,12.727
367,2026-05-02T15:48:22.099,190.762,,cpu24,12.727
367,2026-05-02T15:48:22.099,190.762,,cpu25,10.909
367,2026-05-02T15:48:22.099,190.762,,cpu26,10.909
367,2026-05-02T15:48:22.099,190.762,,cpu27,9.434
367,2026-05-02T15:48:22.099,190.762,,cpu28,12.500
367,2026-05-02T15:48:22.099,190.762,,cpu29,12.963
367,2026-05-02T15:48:22.099,190.762,,cpu30,11.111
367,2026-05-02T15:48:22.099,190.762,,cpu31,10.909
368,2026-05-02T15:48:22.609,191.272,,cpu0,19.231
368,2026-05-02T15:48:22.609,191.272,,cpu1,17.308
368,2026-05-02T15:48:22.609,191.272,,cpu2,17.647
368,2026-05-02T15:48:22.609,191.272,,cpu3,15.686
368,2026-05-02T15:48:22.609,191.272,,cpu4,19.231
368,2026-05-02T15:48:22.609,191.272,,cpu5,17.647
368,2026-05-02T15:48:22.609,191.272,,cpu6,17.647
368,2026-05-02T15:48:22.609,191.272,,cpu7,14.000
368,2026-05-02T15:48:22.609,191.272,,cpu8,21.569
368,2026-05-02T15:48:22.609,191.272,,cpu9,25.000
368,2026-05-02T15:48:22.609,191.272,,cpu10,26.000
368,2026-05-02T15:48:22.609,191.272,,cpu11,15.385
368,2026-05-02T15:48:22.609,191.272,,cpu12,18.000
368,2026-05-02T15:48:22.609,191.272,,cpu13,14.286
368,2026-05-02T15:48:22.609,191.272,,cpu14,17.308
368,2026-05-02T15:48:22.609,191.272,,cpu15,14.000
368,2026-05-02T15:48:22.609,191.272,,cpu16,16.000
368,2026-05-02T15:48:22.609,191.272,,cpu17,17.308
368,2026-05-02T15:48:22.609,191.272,,cpu18,15.686
368,2026-05-02T15:48:22.609,191.272,,cpu19,13.725
368,2026-05-02T15:48:22.609,191.272,,cpu20,15.686
368,2026-05-02T15:48:22.609,191.272,,cpu21,13.725
368,2026-05-02T15:48:22.609,191.272,,cpu22,14.000
368,2026-05-02T15:48:22.609,191.272,,cpu23,16.981
368,2026-05-02T15:48:22.609,191.272,,cpu24,14.000
368,2026-05-02T15:48:22.609,191.272,,cpu25,15.385
368,2026-05-02T15:48:22.609,191.272,,cpu26,15.686
368,2026-05-02T15:48:22.609,191.272,,cpu27,17.308
368,2026-05-02T15:48:22.609,191.272,,cpu28,13.725
368,2026-05-02T15:48:22.609,191.272,,cpu29,17.647
368,2026-05-02T15:48:22.609,191.272,,cpu30,17.308
368,2026-05-02T15:48:22.609,191.272,,cpu31,13.725
369,2026-05-02T15:48:23.110,191.773,,cpu0,10.204
369,2026-05-02T15:48:23.110,191.773,,cpu1,10.204
369,2026-05-02T15:48:23.110,191.773,,cpu2,11.765
369,2026-05-02T15:48:23.110,191.773,,cpu3,10.204
369,2026-05-02T15:48:23.110,191.773,,cpu4,10.204
369,2026-05-02T15:48:23.110,191.773,,cpu5,8.000
369,2026-05-02T15:48:23.110,191.773,,cpu6,14.286
369,2026-05-02T15:48:23.110,191.773,,cpu7,9.804
369,2026-05-02T15:48:23.110,191.773,,cpu8,18.367
369,2026-05-02T15:48:23.110,191.773,,cpu9,10.204
369,2026-05-02T15:48:23.110,191.773,,cpu10,12.000
369,2026-05-02T15:48:23.110,191.773,,cpu11,11.765
369,2026-05-02T15:48:23.110,191.773,,cpu12,12.000
369,2026-05-02T15:48:23.110,191.773,,cpu13,11.765
369,2026-05-02T15:48:23.110,191.773,,cpu14,10.000
369,2026-05-02T15:48:23.110,191.773,,cpu15,10.000
369,2026-05-02T15:48:23.110,191.773,,cpu16,12.245
369,2026-05-02T15:48:23.110,191.773,,cpu17,10.204
369,2026-05-02T15:48:23.110,191.773,,cpu18,12.000
369,2026-05-02T15:48:23.110,191.773,,cpu19,12.245
369,2026-05-02T15:48:23.110,191.773,,cpu20,8.000
369,2026-05-02T15:48:23.110,191.773,,cpu21,10.204
369,2026-05-02T15:48:23.110,191.773,,cpu22,8.000
369,2026-05-02T15:48:23.110,191.773,,cpu23,10.204
369,2026-05-02T15:48:23.110,191.773,,cpu24,6.122
369,2026-05-02T15:48:23.110,191.773,,cpu25,8.333
369,2026-05-02T15:48:23.110,191.773,,cpu26,8.000
369,2026-05-02T15:48:23.110,191.773,,cpu27,6.122
369,2026-05-02T15:48:23.110,191.773,,cpu28,10.000
369,2026-05-02T15:48:23.110,191.773,,cpu29,8.163
369,2026-05-02T15:48:23.110,191.773,,cpu30,8.000
369,2026-05-02T15:48:23.110,191.773,,cpu31,8.163
370,2026-05-02T15:48:23.613,192.277,,cpu0,13.725
370,2026-05-02T15:48:23.613,192.277,,cpu1,10.000
370,2026-05-02T15:48:23.613,192.277,,cpu2,10.000
370,2026-05-02T15:48:23.613,192.277,,cpu3,9.804
370,2026-05-02T15:48:23.613,192.277,,cpu4,14.000
370,2026-05-02T15:48:23.613,192.277,,cpu5,8.163
370,2026-05-02T15:48:23.613,192.277,,cpu6,14.000
370,2026-05-02T15:48:23.613,192.277,,cpu7,8.163
370,2026-05-02T15:48:23.613,192.277,,cpu8,16.000
370,2026-05-02T15:48:23.613,192.277,,cpu9,14.000
370,2026-05-02T15:48:23.613,192.277,,cpu10,13.725
370,2026-05-02T15:48:23.613,192.277,,cpu11,12.245
370,2026-05-02T15:48:23.613,192.277,,cpu12,12.245
370,2026-05-02T15:48:23.613,192.277,,cpu13,10.204
370,2026-05-02T15:48:23.613,192.277,,cpu14,14.000
370,2026-05-02T15:48:23.613,192.277,,cpu15,12.000
370,2026-05-02T15:48:23.613,192.277,,cpu16,13.725
370,2026-05-02T15:48:23.613,192.277,,cpu17,13.725
370,2026-05-02T15:48:23.613,192.277,,cpu18,14.286
370,2026-05-02T15:48:23.613,192.277,,cpu19,12.000
370,2026-05-02T15:48:23.613,192.277,,cpu20,10.000
370,2026-05-02T15:48:23.613,192.277,,cpu21,10.204
370,2026-05-02T15:48:23.613,192.277,,cpu22,12.000
370,2026-05-02T15:48:23.613,192.277,,cpu23,10.000
