sample_index,wall_time_iso,elapsed_s,ros_time_s,role,pid,command,cpu_percent,cpu_percent_host,rss_mb,vms_mb,pss_mb,peak_rss_mb,threads,voluntary_ctxt_switches,nonvoluntary_ctxt_switches,read_bytes,write_bytes,read_mbps,write_mbps
490,2026-05-02T15:49:26.008,254.672,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,512.934,16.029,3301.113,27048.461,3288.018,3306.547,1038,13059,649,163868672,8192,0.000,0.000
490,2026-05-02T15:49:26.008,254.672,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,15.905,0.497,290.898,1079.258,273.901,306.102,16,1006132,8728,30020915200,1007616,129.228,0.000
491,2026-05-02T15:49:26.514,255.177,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.789,628.996,9.189,20.789,12,302,1,7987200,4096,0.000,0.000
491,2026-05-02T15:49:26.514,255.177,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,485.046,15.158,3310.004,27048.461,3297.486,3310.004,1038,13077,649,163868672,8192,0.000,0.000
491,2026-05-02T15:49:26.514,255.177,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,37.616,1.175,279.758,1079.258,262.771,306.102,16,1008144,8755,30078967808,1007616,109.607,0.000
492,2026-05-02T15:49:27.050,255.714,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.789,628.996,9.189,20.789,12,302,1,7987200,4096,0.000,0.000
492,2026-05-02T15:49:27.050,255.714,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,437.708,13.678,3298.020,27043.672,3284.943,3306.547,1038,13201,655,163868672,8192,0.000,0.000
492,2026-05-02T15:49:27.050,255.714,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,16.763,0.524,284.316,1079.258,267.330,306.102,16,1010360,8774,30157611008,1007616,139.694,0.000
493,2026-05-02T15:49:27.560,256.223,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.793,628.996,9.193,20.793,12,302,1,7987200,4096,0.000,0.000
493,2026-05-02T15:49:27.560,256.223,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,333.710,10.428,3289.473,27043.672,3276.396,3306.547,1038,13210,655,163868672,8192,0.000,0.000
493,2026-05-02T15:49:27.560,256.223,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,19.630,0.613,288.918,1079.258,271.932,306.102,16,1012448,8794,30231011328,1007616,137.410,0.000
494,2026-05-02T15:49:28.098,256.761,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.793,628.996,9.193,20.793,12,302,1,7987200,4096,0.000,0.000
494,2026-05-02T15:49:28.098,256.761,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,412.507,12.891,3293.348,27043.672,3280.271,3306.547,1038,13232,655,163868672,8192,0.000,0.000
494,2026-05-02T15:49:28.098,256.761,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,16.723,0.523,294.203,1143.258,277.217,306.102,16,1014622,8807,30304411648,1007616,130.070,0.000
495,2026-05-02T15:49:28.609,257.272,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.797,628.996,9.197,20.797,12,302,1,7987200,4096,0.000,0.000
495,2026-05-02T15:49:28.609,257.272,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,436.270,13.633,3279.641,27044.406,3266.564,3306.547,1038,13285,658,163868672,8192,0.000,0.000
495,2026-05-02T15:49:28.609,257.272,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,17.607,0.550,298.617,1143.258,281.631,306.102,16,1016722,8838,30377811968,1007616,136.946,0.000
496,2026-05-02T15:49:29.110,257.774,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.797,628.996,9.197,20.797,12,302,1,7987200,4096,0.000,0.000
496,2026-05-02T15:49:29.110,257.774,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,395.015,12.344,3285.645,27044.406,3272.568,3306.547,1038,13370,660,163868672,8192,0.000,0.000
496,2026-05-02T15:49:29.110,257.774,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,19.950,0.623,305.387,1143.258,288.400,306.102,16,1018749,8858,30451212288,1007616,139.652,0.000
497,2026-05-02T15:49:29.657,258.320,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.797,628.996,9.197,20.797,12,302,1,7987200,4096,0.000,0.000
497,2026-05-02T15:49:29.657,258.320,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,420.751,13.148,3318.215,27044.406,3305.139,3318.215,1038,13388,660,163868672,8192,0.000,0.000
497,2026-05-02T15:49:29.657,258.320,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,16.464,0.515,305.387,1143.258,288.400,306.102,16,1020920,8886,30529855488,1007616,137.201,0.000
498,2026-05-02T15:49:30.163,258.826,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.797,628.996,9.197,20.797,12,302,1,7987200,4096,0.000,0.000
498,2026-05-02T15:49:30.163,258.826,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,403.379,12.606,3323.035,27044.406,3310.342,3323.035,1038,13404,660,163868672,8192,0.000,0.000
498,2026-05-02T15:49:30.163,258.826,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,17.796,0.556,305.945,1143.258,288.959,306.102,16,1022863,8905,30603255808,1007616,138.414,0.000
499,2026-05-02T15:49:30.702,259.365,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.797,628.996,9.197,20.797,12,302,1,7987200,4096,0.000,0.000
499,2026-05-02T15:49:30.702,259.365,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,331.881,10.371,3304.113,27044.406,3291.037,3320.383,1038,13429,660,163868672,8192,0.000,0.000
499,2026-05-02T15:49:30.702,259.365,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,16.687,0.521,305.945,1143.258,288.959,306.102,16,1024965,8931,30676656128,1007616,129.786,0.000
500,2026-05-02T15:49:31.212,259.875,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.797,628.996,9.197,20.797,12,302,1,7987200,4096,0.000,0.000
500,2026-05-02T15:49:31.212,259.875,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,331.543,10.361,3283.691,27044.406,3270.615,3320.383,1038,13448,660,163868672,8192,0.000,0.000
500,2026-05-02T15:49:31.212,259.875,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,17.656,0.552,305.945,1143.258,288.959,306.102,16,1027036,8940,30744813568,1007616,127.516,0.000
501,2026-05-02T15:49:31.752,260.415,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.797,628.996,9.197,20.797,12,302,1,7987200,4096,0.000,0.000
501,2026-05-02T15:49:31.752,260.415,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,390.473,12.202,3298.668,27044.406,3285.592,3320.383,1038,13473,660,163868672,8192,0.000,0.000
501,2026-05-02T15:49:31.752,260.415,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,18.506,0.578,305.945,1143.258,288.959,306.102,16,1029239,8961,30818213888,1007616,129.541,0.000
502,2026-05-02T15:49:32.257,260.920,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.797,628.996,9.197,20.797,12,302,1,7987200,4096,0.000,0.000
502,2026-05-02T15:49:32.257,260.920,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,415.996,13.000,3297.145,27049.793,3266.971,3320.383,1038,13514,663,163868672,8192,0.000,0.000
502,2026-05-02T15:49:32.257,260.920,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,17.828,0.557,305.945,1143.258,288.959,306.102,16,1031196,8980,30881128448,1007616,118.856,0.000
503,2026-05-02T15:49:32.761,261.424,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.797,628.996,9.197,20.797,12,302,1,7987200,4096,0.000,0.000
503,2026-05-02T15:49:32.761,261.424,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,490.007,15.313,3289.246,27049.793,3276.170,3320.383,1038,13565,666,163868672,8192,0.000,0.000
503,2026-05-02T15:49:32.761,261.424,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,19.838,0.620,295.605,1143.258,278.619,306.102,16,1033164,8999,30954528768,1007616,138.868,0.000
504,2026-05-02T15:49:33.262,261.925,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.797,628.996,9.197,20.797,12,302,1,7987200,4096,0.000,0.000
504,2026-05-02T15:49:33.262,261.925,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,507.403,15.856,3288.359,27049.793,3275.283,3320.383,1038,13586,666,163868672,8192,0.000,0.000
504,2026-05-02T15:49:33.262,261.925,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,17.979,0.562,291.711,1079.258,274.725,306.102,16,1035052,9016,31012200448,1007616,109.871,0.000
505,2026-05-02T15:49:33.805,262.468,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.797,628.996,9.185,20.797,12,302,1,7987200,4096,0.000,0.000
505,2026-05-02T15:49:33.805,262.468,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,473.278,14.790,3286.859,27049.793,3273.783,3320.383,1038,13599,666,163868672,8192,0.000,0.000
505,2026-05-02T15:49:33.805,262.468,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,18.415,0.575,291.711,1079.258,274.725,306.102,16,1037223,9040,31080357888,1007616,119.701,0.000
506,2026-05-02T15:49:34.309,262.972,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.797,628.996,9.197,20.797,12,302,1,7987200,4096,0.000,0.000
506,2026-05-02T15:49:34.309,262.972,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,517.791,16.181,3287.992,27049.793,3257.752,3320.383,1038,13612,666,163868672,8192,0.000,0.000
506,2026-05-02T15:49:34.309,262.972,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,15.871,0.496,291.711,1079.258,274.725,306.102,16,1039269,9062,31143272448,1007616,119.032,0.000
507,2026-05-02T15:49:34.811,263.474,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.797,628.996,9.197,20.797,12,302,1,7987200,4096,0.000,0.000
507,2026-05-02T15:49:34.811,263.474,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,490.310,15.322,3296.949,27049.793,3283.873,3320.383,1038,13624,666,163868672,8192,0.000,0.000
507,2026-05-02T15:49:34.811,263.474,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,17.938,0.561,282.066,1079.258,265.080,306.102,16,1041210,9082,31211429888,1007616,129.553,0.000
508,2026-05-02T15:49:35.356,264.019,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.797,628.996,9.197,20.797,12,302,1,7987200,4096,0.000,0.000
508,2026-05-02T15:49:35.356,264.019,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,351.877,10.996,3294.523,27049.793,3281.447,3320.383,1038,13683,671,163868672,8192,0.000,0.000
508,2026-05-02T15:49:35.356,264.019,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,16.494,0.515,291.871,1143.258,274.867,306.102,16,1043408,9102,31274344448,1007616,109.962,0.000
509,2026-05-02T15:49:35.858,264.521,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.797,628.996,9.197,20.797,12,302,1,7987200,4096,0.000,0.000
509,2026-05-02T15:49:35.858,264.521,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,454.620,14.207,3296.145,27049.793,3283.068,3320.383,1038,13730,673,163868672,8192,0.000,0.000
509,2026-05-02T15:49:35.858,264.521,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,15.952,0.498,291.871,1143.258,274.885,306.102,16,1045252,9132,31332016128,1007616,109.667,0.000
510,2026-05-02T15:49:36.358,265.021,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.801,628.996,9.201,20.801,12,302,1,7987200,4096,0.000,0.000
510,2026-05-02T15:49:36.358,265.021,,localization,119020,/home/roar-blacktank/DLIO_plusplus/install/gicp_localization/lib/gicp_localization/gicp_localization_node --ros-args --params-file /home/roar-blacktank/DLIO_plusplus/install/gicp_localization/share/gicp_localization/cfg/localization.yaml --params-file /tmp/launch_params_1l8nkt3a --params-file /tmp/launch_params_oca7a1d8 -r pointcloud:=/luminar_front/points -r imu:=/gps_bot/imu -r odom:=/odom -r localized_pose:=gicp/localization/pose -r localized_odom:=gicp/localization/odom -r localized_path:=gicp/localization/path -r aligned_cloud:=gicp/localization/aligned_cloud -r map:=gicp/localization/map,345.990,10.812,3266.051,27049.793,3252.975,3320.383,1038,13782,673,163868672,8192,0.000,0.000
510,2026-05-02T15:49:36.358,265.021,,rosbag_play,119669,/usr/bin/python3 /opt/ros/iron/bin/ros2 bag play /media/terramaster/merged_ls_run_2 --clock --read-ahead-queue-size 10000,16.000,0.500,289.590,1079.258,272.604,306.102,16,1047360,9150,31394930688,1007616,119.997,0.000
511,2026-05-02T15:49:36.900,265.564,,robot_state_publisher,119018,/opt/ros/iron/lib/robot_state_publisher/robot_state_publisher --ros-args -r __node:=robot_state_publisher --params-file /tmp/launch_params_2z_eb14y,0.000,0.000,20.801,628.996,9.201,20.801,12,302,1,7987200,4096,0.000,0.000
